"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002574","Halton 001",0.64,0.6,0.68,0.24,0.19,0.29,0.79,0.76,0.82,"E06000006","Halton"
"E02002575","Halton 002",0.67,0.63,0.7,0.21,0.16,0.26,0.81,0.79,0.83,"E06000006","Halton"
"E02002576","Halton 003",0.55,0.52,0.59,0.32,0.28,0.36,0.7,0.67,0.73,"E06000006","Halton"
"E02002577","Halton 004",0.56,0.52,0.59,0.33,0.28,0.37,0.71,0.68,0.74,"E06000006","Halton"
"E02002578","Halton 005",0.62,0.58,0.66,0.27,0.23,0.32,0.76,0.73,0.78,"E06000006","Halton"
"E02002579","Halton 006",0.57,0.53,0.6,0.33,0.28,0.37,0.71,0.68,0.74,"E06000006","Halton"
"E02002580","Halton 007",0.55,0.52,0.58,0.34,0.3,0.38,0.68,0.66,0.71,"E06000006","Halton"
"E02002581","Halton 008",0.59,0.55,0.63,0.27,0.22,0.32,0.75,0.72,0.78,"E06000006","Halton"
"E02002582","Halton 009",0.64,0.6,0.68,0.21,0.16,0.26,0.81,0.79,0.84,"E06000006","Halton"
"E02002583","Halton 010",0.51,0.47,0.55,0.34,0.3,0.39,0.67,0.63,0.7,"E06000006","Halton"
"E02002584","Halton 011",0.58,0.54,0.61,0.28,0.23,0.32,0.74,0.72,0.77,"E06000006","Halton"
"E02002585","Halton 012",0.57,0.53,0.6,0.29,0.24,0.33,0.74,0.71,0.76,"E06000006","Halton"
"E02002586","Halton 013",0.52,0.49,0.56,0.33,0.29,0.37,0.68,0.65,0.71,"E06000006","Halton"
"E02002587","Halton 014",0.52,0.49,0.55,0.33,0.29,0.37,0.7,0.67,0.72,"E06000006","Halton"
"E02002588","Halton 015",0.52,0.48,0.56,0.34,0.29,0.38,0.7,0.66,0.73,"E06000006","Halton"
"E02002589","Halton 016",0.61,0.57,0.65,0.24,0.19,0.29,0.79,0.77,0.82,"E06000006","Halton"
