"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02006287","Suffolk Coastal 001",0.64,0.6,0.67,0.22,0.17,0.27,0.83,0.8,0.85,"E07000205","Suffolk Coastal"
"E02006288","Suffolk Coastal 002",0.66,0.63,0.7,0.19,0.14,0.24,0.85,0.83,0.87,"E07000205","Suffolk Coastal"
"E02006289","Suffolk Coastal 003",0.62,0.59,0.65,0.23,0.18,0.27,0.81,0.79,0.83,"E07000205","Suffolk Coastal"
"E02006290","Suffolk Coastal 004",0.59,0.56,0.62,0.26,0.21,0.3,0.79,0.77,0.81,"E07000205","Suffolk Coastal"
"E02006291","Suffolk Coastal 005",0.66,0.63,0.69,0.2,0.15,0.25,0.84,0.82,0.86,"E07000205","Suffolk Coastal"
"E02006292","Suffolk Coastal 006",0.67,0.62,0.7,0.19,0.13,0.24,0.85,0.82,0.87,"E07000205","Suffolk Coastal"
"E02006293","Suffolk Coastal 007",0.67,0.64,0.7,0.18,0.13,0.23,0.83,0.81,0.85,"E07000205","Suffolk Coastal"
"E02006294","Suffolk Coastal 008",0.65,0.62,0.68,0.23,0.18,0.27,0.85,0.83,0.87,"E07000205","Suffolk Coastal"
"E02006295","Suffolk Coastal 009",0.59,0.55,0.62,0.26,0.21,0.3,0.81,0.79,0.83,"E07000205","Suffolk Coastal"
"E02006296","Suffolk Coastal 010",0.63,0.6,0.66,0.22,0.16,0.26,0.84,0.82,0.86,"E07000205","Suffolk Coastal"
"E02006297","Suffolk Coastal 011",0.6,0.57,0.64,0.22,0.17,0.27,0.83,0.81,0.85,"E07000205","Suffolk Coastal"
"E02006298","Suffolk Coastal 012",0.55,0.5,0.58,0.27,0.21,0.31,0.79,0.76,0.82,"E07000205","Suffolk Coastal"
"E02006299","Suffolk Coastal 013",0.57,0.54,0.6,0.24,0.19,0.28,0.83,0.81,0.85,"E07000205","Suffolk Coastal"
"E02006300","Suffolk Coastal 014",0.5,0.46,0.53,0.28,0.24,0.33,0.76,0.73,0.78,"E07000205","Suffolk Coastal"
"E02006301","Suffolk Coastal 015",0.57,0.54,0.6,0.25,0.2,0.29,0.81,0.78,0.83,"E07000205","Suffolk Coastal"
