"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005453","North Kesteven 001",0.63,0.57,0.68,0.21,0.16,0.27,0.83,0.79,0.87,"E07000139","North Kesteven"
"E02005455","North Kesteven 003",0.66,0.6,0.71,0.21,0.15,0.27,0.82,0.77,0.86,"E07000139","North Kesteven"
"E02005456","North Kesteven 004",0.63,0.58,0.67,0.23,0.17,0.28,0.8,0.77,0.83,"E07000139","North Kesteven"
"E02005457","North Kesteven 005",0.61,0.56,0.66,0.25,0.19,0.3,0.78,0.74,0.81,"E07000139","North Kesteven"
"E02005458","North Kesteven 006",0.65,0.6,0.7,0.21,0.15,0.26,0.83,0.79,0.86,"E07000139","North Kesteven"
"E02005459","North Kesteven 007",0.58,0.53,0.64,0.28,0.22,0.34,0.75,0.71,0.79,"E07000139","North Kesteven"
"E02005460","North Kesteven 008",0.63,0.59,0.67,0.21,0.16,0.26,0.82,0.79,0.84,"E07000139","North Kesteven"
"E02005461","North Kesteven 009",0.6,0.54,0.65,0.26,0.2,0.32,0.79,0.75,0.83,"E07000139","North Kesteven"
"E02005462","North Kesteven 010",0.59,0.55,0.62,0.29,0.24,0.33,0.78,0.75,0.8,"E07000139","North Kesteven"
"E02005463","North Kesteven 011",0.63,0.6,0.66,0.23,0.18,0.28,0.83,0.8,0.85,"E07000139","North Kesteven"
"E02005464","North Kesteven 012",0.59,0.54,0.63,0.28,0.23,0.33,0.78,0.74,0.8,"E07000139","North Kesteven"
"E02006866","North Kesteven 013",0.62,0.59,0.65,0.25,0.2,0.29,0.78,0.76,0.8,"E07000139","North Kesteven"
"E02006867","North Kesteven 014",0.6,0.57,0.63,0.25,0.21,0.29,0.78,0.76,0.8,"E07000139","North Kesteven"
