"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005010","Canterbury 001",0.61,0.58,0.64,0.24,0.2,0.28,0.81,0.79,0.83,"E07000106","Canterbury"
"E02005011","Canterbury 002",0.57,0.53,0.6,0.27,0.22,0.31,0.79,0.76,0.81,"E07000106","Canterbury"
"E02005012","Canterbury 003",0.59,0.56,0.62,0.26,0.22,0.3,0.79,0.77,0.81,"E07000106","Canterbury"
"E02005013","Canterbury 004",0.56,0.52,0.59,0.29,0.24,0.33,0.76,0.73,0.78,"E07000106","Canterbury"
"E02005014","Canterbury 005",0.61,0.58,0.64,0.25,0.2,0.3,0.82,0.8,0.84,"E07000106","Canterbury"
"E02005015","Canterbury 006",0.59,0.56,0.62,0.26,0.21,0.3,0.78,0.76,0.8,"E07000106","Canterbury"
"E02005016","Canterbury 007",0.62,0.59,0.65,0.24,0.19,0.28,0.81,0.79,0.83,"E07000106","Canterbury"
"E02005017","Canterbury 008",0.69,0.67,0.71,0.18,0.13,0.23,0.86,0.84,0.87,"E07000106","Canterbury"
"E02005018","Canterbury 009",0.6,0.56,0.63,0.26,0.21,0.3,0.79,0.76,0.81,"E07000106","Canterbury"
"E02005019","Canterbury 010",0.67,0.63,0.71,0.22,0.16,0.26,0.81,0.79,0.84,"E07000106","Canterbury"
"E02005020","Canterbury 011",0.59,0.55,0.63,0.28,0.23,0.33,0.75,0.72,0.78,"E07000106","Canterbury"
"E02005021","Canterbury 012",0.74,0.7,0.77,0.15,0.09,0.2,0.88,0.85,0.9,"E07000106","Canterbury"
"E02005022","Canterbury 013",0.72,0.69,0.75,0.16,0.11,0.21,0.85,0.83,0.87,"E07000106","Canterbury"
"E02005023","Canterbury 014",0.69,0.65,0.73,0.22,0.16,0.27,0.79,0.76,0.82,"E07000106","Canterbury"
"E02005025","Canterbury 016",0.73,0.7,0.77,0.16,0.1,0.21,0.86,0.84,0.89,"E07000106","Canterbury"
"E02005026","Canterbury 017",0.68,0.64,0.72,0.19,0.14,0.24,0.84,0.82,0.86,"E07000106","Canterbury"
"E02005027","Canterbury 018",0.68,0.64,0.72,0.19,0.13,0.24,0.86,0.83,0.88,"E07000106","Canterbury"
"E02006855","Canterbury 019",0.71,0.68,0.73,0.18,0.12,0.22,0.84,0.82,0.86,"E07000106","Canterbury"
"E02006856","Canterbury 020",0.75,0.72,0.77,0.16,0.11,0.21,0.86,0.84,0.88,"E07000106","Canterbury"
