"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000807","Southwark 001",0.76,0.73,0.78,0.14,0.09,0.19,0.88,0.86,0.89,"E09000028","Southwark"
"E02000808","Southwark 002",0.74,0.7,0.78,0.16,0.11,0.21,0.85,0.83,0.87,"E09000028","Southwark"
"E02000809","Southwark 003",0.76,0.73,0.79,0.15,0.09,0.2,0.86,0.84,0.88,"E09000028","Southwark"
"E02000810","Southwark 004",0.67,0.62,0.71,0.23,0.17,0.27,0.8,0.77,0.83,"E09000028","Southwark"
"E02000812","Southwark 006",0.69,0.65,0.73,0.21,0.16,0.26,0.82,0.79,0.84,"E09000028","Southwark"
"E02000813","Southwark 007",0.67,0.62,0.7,0.22,0.16,0.26,0.8,0.77,0.83,"E09000028","Southwark"
"E02000814","Southwark 008",0.73,0.7,0.76,0.15,0.1,0.2,0.87,0.84,0.89,"E09000028","Southwark"
"E02000815","Southwark 009",0.71,0.67,0.75,0.18,0.13,0.23,0.83,0.8,0.86,"E09000028","Southwark"
"E02000816","Southwark 010",0.61,0.56,0.66,0.26,0.2,0.31,0.77,0.73,0.8,"E09000028","Southwark"
"E02000817","Southwark 011",0.58,0.53,0.63,0.29,0.23,0.34,0.75,0.7,0.79,"E09000028","Southwark"
"E02000818","Southwark 012",0.66,0.61,0.71,0.22,0.17,0.28,0.81,0.77,0.84,"E09000028","Southwark"
"E02000819","Southwark 013",0.62,0.57,0.67,0.25,0.2,0.3,0.77,0.73,0.8,"E09000028","Southwark"
"E02000820","Southwark 014",0.68,0.63,0.73,0.21,0.15,0.26,0.81,0.78,0.85,"E09000028","Southwark"
"E02000821","Southwark 015",0.6,0.54,0.65,0.28,0.22,0.33,0.75,0.7,0.79,"E09000028","Southwark"
"E02000822","Southwark 016",0.61,0.56,0.66,0.27,0.22,0.32,0.75,0.71,0.79,"E09000028","Southwark"
"E02000823","Southwark 017",0.67,0.62,0.72,0.21,0.15,0.27,0.81,0.77,0.84,"E09000028","Southwark"
"E02000824","Southwark 018",0.6,0.54,0.65,0.28,0.22,0.34,0.74,0.69,0.79,"E09000028","Southwark"
"E02000825","Southwark 019",0.59,0.53,0.65,0.28,0.22,0.34,0.74,0.68,0.78,"E09000028","Southwark"
"E02000826","Southwark 020",0.66,0.62,0.71,0.22,0.17,0.27,0.8,0.76,0.83,"E09000028","Southwark"
"E02000827","Southwark 021",0.63,0.57,0.68,0.25,0.2,0.31,0.77,0.73,0.81,"E09000028","Southwark"
"E02000828","Southwark 022",0.61,0.56,0.66,0.26,0.2,0.31,0.76,0.72,0.8,"E09000028","Southwark"
"E02000829","Southwark 023",0.64,0.61,0.67,0.23,0.19,0.28,0.78,0.75,0.8,"E09000028","Southwark"
"E02000830","Southwark 024",0.75,0.72,0.78,0.14,0.09,0.19,0.87,0.86,0.89,"E09000028","Southwark"
"E02000831","Southwark 025",0.74,0.72,0.77,0.16,0.11,0.21,0.86,0.84,0.87,"E09000028","Southwark"
"E02000832","Southwark 026",0.66,0.63,0.69,0.22,0.17,0.26,0.8,0.78,0.82,"E09000028","Southwark"
"E02000833","Southwark 027",0.67,0.64,0.7,0.2,0.15,0.24,0.82,0.8,0.84,"E09000028","Southwark"
"E02000834","Southwark 028",0.76,0.74,0.79,0.13,0.07,0.18,0.88,0.87,0.9,"E09000028","Southwark"
"E02000835","Southwark 029",0.72,0.69,0.75,0.16,0.11,0.21,0.86,0.84,0.88,"E09000028","Southwark"
"E02000836","Southwark 030",0.74,0.71,0.76,0.13,0.08,0.18,0.88,0.87,0.9,"E09000028","Southwark"
"E02000837","Southwark 031",0.76,0.73,0.78,0.13,0.07,0.18,0.9,0.88,0.91,"E09000028","Southwark"
"E02000838","Southwark 032",0.73,0.7,0.75,0.15,0.1,0.2,0.87,0.85,0.88,"E09000028","Southwark"
"E02000839","Southwark 033",0.72,0.68,0.75,0.17,0.12,0.22,0.85,0.83,0.87,"E09000028","Southwark"
"E02006802","Southwark 034",0.71,0.68,0.74,0.19,0.13,0.23,0.83,0.8,0.85,"E09000028","Southwark"
