"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002772","York 001",0.67,0.64,0.71,0.19,0.13,0.23,0.85,0.83,0.87,"E06000014","York"
"E02002773","York 002",0.63,0.6,0.65,0.24,0.19,0.28,0.82,0.81,0.84,"E06000014","York"
"E02002774","York 003",0.66,0.63,0.69,0.22,0.17,0.27,0.84,0.82,0.85,"E06000014","York"
"E02002775","York 004",0.62,0.59,0.65,0.26,0.21,0.3,0.8,0.78,0.82,"E06000014","York"
"E02002776","York 005",0.62,0.59,0.65,0.24,0.19,0.28,0.8,0.78,0.82,"E06000014","York"
"E02002777","York 006",0.68,0.6,0.74,0.2,0.13,0.26,0.82,0.77,0.86,"E06000014","York"
"E02002778","York 007",0.7,0.65,0.76,0.17,0.11,0.23,0.87,0.83,0.9,"E06000014","York"
"E02002779","York 008",0.69,0.64,0.75,0.19,0.13,0.26,0.85,0.82,0.89,"E06000014","York"
"E02002780","York 009",0.64,0.58,0.69,0.23,0.17,0.28,0.79,0.75,0.83,"E06000014","York"
"E02002781","York 010",0.71,0.66,0.77,0.18,0.12,0.24,0.84,0.8,0.88,"E06000014","York"
"E02002782","York 011",0.69,0.62,0.75,0.18,0.11,0.24,0.86,0.82,0.9,"E06000014","York"
"E02002783","York 012",0.63,0.58,0.69,0.22,0.16,0.28,0.82,0.78,0.86,"E06000014","York"
"E02002784","York 013",0.73,0.68,0.78,0.16,0.1,0.22,0.86,0.83,0.89,"E06000014","York"
"E02002785","York 014",0.67,0.62,0.72,0.19,0.13,0.25,0.85,0.82,0.88,"E06000014","York"
"E02002786","York 015",0.71,0.65,0.76,0.19,0.13,0.25,0.83,0.79,0.87,"E06000014","York"
"E02002787","York 016",0.64,0.59,0.69,0.21,0.16,0.27,0.83,0.79,0.86,"E06000014","York"
"E02002788","York 017",0.73,0.67,0.78,0.14,0.08,0.2,0.88,0.84,0.91,"E06000014","York"
"E02002789","York 018",0.58,0.52,0.63,0.27,0.21,0.32,0.77,0.72,0.81,"E06000014","York"
"E02002790","York 019",0.73,0.68,0.78,0.15,0.09,0.2,0.88,0.85,0.91,"E06000014","York"
"E02002791","York 020",0.69,0.66,0.71,0.19,0.14,0.24,0.86,0.84,0.87,"E06000014","York"
"E02002792","York 021",0.72,0.7,0.74,0.16,0.1,0.2,0.88,0.87,0.89,"E06000014","York"
"E02002793","York 022",0.61,0.58,0.64,0.24,0.19,0.28,0.8,0.78,0.82,"E06000014","York"
"E02002794","York 023",0.76,0.73,0.78,0.14,0.08,0.19,0.88,0.87,0.9,"E06000014","York"
"E02002795","York 024",0.67,0.65,0.7,0.18,0.13,0.22,0.86,0.84,0.87,"E06000014","York"
