"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002928","Telford and Wrekin 001",0.67,0.64,0.71,0.21,0.16,0.26,0.83,0.8,0.85,"E06000020","Telford and Wrekin"
"E02002929","Telford and Wrekin 002",0.69,0.63,0.74,0.2,0.13,0.25,0.83,0.79,0.86,"E06000020","Telford and Wrekin"
"E02002930","Telford and Wrekin 003",0.65,0.62,0.68,0.24,0.19,0.28,0.81,0.79,0.83,"E06000020","Telford and Wrekin"
"E02002931","Telford and Wrekin 004",0.64,0.59,0.69,0.22,0.16,0.27,0.82,0.78,0.85,"E06000020","Telford and Wrekin"
"E02002932","Telford and Wrekin 005",0.56,0.51,0.6,0.3,0.24,0.35,0.71,0.67,0.74,"E06000020","Telford and Wrekin"
"E02002933","Telford and Wrekin 006",0.63,0.58,0.67,0.23,0.18,0.28,0.81,0.77,0.84,"E06000020","Telford and Wrekin"
"E02002934","Telford and Wrekin 007",0.63,0.58,0.68,0.22,0.17,0.28,0.8,0.76,0.83,"E06000020","Telford and Wrekin"
"E02002935","Telford and Wrekin 008",0.54,0.49,0.58,0.32,0.26,0.37,0.7,0.66,0.74,"E06000020","Telford and Wrekin"
"E02002936","Telford and Wrekin 009",0.54,0.49,0.6,0.29,0.23,0.34,0.71,0.67,0.76,"E06000020","Telford and Wrekin"
"E02002937","Telford and Wrekin 010",0.68,0.63,0.73,0.19,0.13,0.24,0.84,0.8,0.87,"E06000020","Telford and Wrekin"
"E02002938","Telford and Wrekin 011",0.58,0.54,0.62,0.27,0.21,0.31,0.75,0.72,0.78,"E06000020","Telford and Wrekin"
"E02002939","Telford and Wrekin 012",0.61,0.58,0.64,0.25,0.2,0.29,0.79,0.77,0.81,"E06000020","Telford and Wrekin"
"E02002940","Telford and Wrekin 013",0.56,0.52,0.59,0.29,0.24,0.33,0.73,0.7,0.75,"E06000020","Telford and Wrekin"
"E02002941","Telford and Wrekin 014",0.57,0.53,0.61,0.28,0.23,0.32,0.74,0.71,0.77,"E06000020","Telford and Wrekin"
"E02002942","Telford and Wrekin 015",0.68,0.64,0.72,0.18,0.12,0.23,0.83,0.81,0.86,"E06000020","Telford and Wrekin"
"E02002943","Telford and Wrekin 016",0.64,0.6,0.68,0.21,0.16,0.26,0.79,0.75,0.82,"E06000020","Telford and Wrekin"
"E02002944","Telford and Wrekin 017",0.57,0.54,0.6,0.28,0.24,0.32,0.72,0.69,0.75,"E06000020","Telford and Wrekin"
"E02002945","Telford and Wrekin 018",0.6,0.56,0.64,0.26,0.21,0.31,0.75,0.71,0.78,"E06000020","Telford and Wrekin"
"E02002946","Telford and Wrekin 019",0.62,0.58,0.66,0.23,0.18,0.28,0.78,0.74,0.8,"E06000020","Telford and Wrekin"
"E02002947","Telford and Wrekin 020",0.61,0.57,0.64,0.25,0.2,0.29,0.75,0.72,0.78,"E06000020","Telford and Wrekin"
"E02002948","Telford and Wrekin 021",0.56,0.52,0.59,0.29,0.24,0.33,0.7,0.67,0.73,"E06000020","Telford and Wrekin"
"E02002949","Telford and Wrekin 022",0.61,0.58,0.65,0.25,0.2,0.29,0.77,0.75,0.8,"E06000020","Telford and Wrekin"
"E02002950","Telford and Wrekin 023",0.57,0.52,0.61,0.28,0.23,0.33,0.73,0.69,0.76,"E06000020","Telford and Wrekin"
