"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002149","Wolverhampton 001",0.52,0.48,0.56,0.31,0.26,0.35,0.72,0.69,0.75,"E08000031","Wolverhampton"
"E02002150","Wolverhampton 002",0.51,0.48,0.55,0.32,0.27,0.36,0.71,0.68,0.74,"E08000031","Wolverhampton"
"E02002151","Wolverhampton 003",0.52,0.49,0.56,0.32,0.27,0.36,0.71,0.68,0.73,"E08000031","Wolverhampton"
"E02002152","Wolverhampton 004",0.5,0.46,0.54,0.34,0.29,0.38,0.67,0.63,0.7,"E08000031","Wolverhampton"
"E02002153","Wolverhampton 005",0.48,0.45,0.52,0.32,0.27,0.35,0.69,0.66,0.72,"E08000031","Wolverhampton"
"E02002154","Wolverhampton 006",0.52,0.48,0.56,0.3,0.25,0.34,0.72,0.69,0.75,"E08000031","Wolverhampton"
"E02002155","Wolverhampton 007",0.49,0.45,0.53,0.35,0.31,0.4,0.65,0.61,0.69,"E08000031","Wolverhampton"
"E02002156","Wolverhampton 008",0.52,0.49,0.56,0.3,0.26,0.35,0.71,0.68,0.74,"E08000031","Wolverhampton"
"E02002157","Wolverhampton 009",0.59,0.56,0.63,0.25,0.2,0.3,0.78,0.75,0.81,"E08000031","Wolverhampton"
"E02002158","Wolverhampton 010",0.5,0.46,0.54,0.33,0.28,0.37,0.69,0.65,0.73,"E08000031","Wolverhampton"
"E02002159","Wolverhampton 011",0.5,0.45,0.54,0.34,0.29,0.39,0.65,0.61,0.69,"E08000031","Wolverhampton"
"E02002160","Wolverhampton 012",0.54,0.49,0.58,0.31,0.26,0.36,0.72,0.67,0.75,"E08000031","Wolverhampton"
"E02002161","Wolverhampton 013",0.52,0.47,0.56,0.31,0.26,0.36,0.69,0.65,0.73,"E08000031","Wolverhampton"
"E02002162","Wolverhampton 014",0.6,0.55,0.64,0.25,0.2,0.3,0.79,0.76,0.82,"E08000031","Wolverhampton"
"E02002163","Wolverhampton 015",0.49,0.44,0.53,0.36,0.31,0.4,0.65,0.61,0.69,"E08000031","Wolverhampton"
"E02002164","Wolverhampton 016",0.55,0.51,0.59,0.29,0.25,0.33,0.69,0.66,0.73,"E08000031","Wolverhampton"
"E02002165","Wolverhampton 017",0.65,0.6,0.68,0.21,0.16,0.26,0.8,0.77,0.83,"E08000031","Wolverhampton"
"E02002166","Wolverhampton 018",0.46,0.41,0.51,0.39,0.34,0.44,0.65,0.61,0.69,"E08000031","Wolverhampton"
"E02002167","Wolverhampton 019",0.6,0.56,0.64,0.23,0.18,0.28,0.78,0.75,0.81,"E08000031","Wolverhampton"
"E02002168","Wolverhampton 020",0.56,0.5,0.61,0.29,0.23,0.34,0.73,0.68,0.77,"E08000031","Wolverhampton"
"E02002169","Wolverhampton 021",0.63,0.58,0.67,0.22,0.17,0.27,0.8,0.77,0.83,"E08000031","Wolverhampton"
"E02002170","Wolverhampton 022",0.51,0.47,0.55,0.35,0.3,0.39,0.68,0.64,0.71,"E08000031","Wolverhampton"
"E02002171","Wolverhampton 023",0.48,0.43,0.52,0.39,0.34,0.43,0.64,0.6,0.68,"E08000031","Wolverhampton"
"E02002174","Wolverhampton 026",0.6,0.56,0.64,0.24,0.19,0.29,0.78,0.75,0.81,"E08000031","Wolverhampton"
"E02002175","Wolverhampton 027",0.49,0.45,0.53,0.39,0.34,0.43,0.62,0.59,0.65,"E08000031","Wolverhampton"
"E02002176","Wolverhampton 028",0.58,0.55,0.6,0.26,0.22,0.31,0.74,0.72,0.76,"E08000031","Wolverhampton"
"E02002177","Wolverhampton 029",0.49,0.45,0.53,0.39,0.35,0.43,0.64,0.6,0.67,"E08000031","Wolverhampton"
"E02002178","Wolverhampton 030",0.56,0.52,0.59,0.28,0.23,0.32,0.74,0.71,0.76,"E08000031","Wolverhampton"
"E02002179","Wolverhampton 031",0.61,0.57,0.64,0.23,0.19,0.28,0.79,0.76,0.81,"E08000031","Wolverhampton"
"E02002180","Wolverhampton 032",0.5,0.46,0.53,0.35,0.31,0.39,0.68,0.65,0.71,"E08000031","Wolverhampton"
"E02002181","Wolverhampton 033",0.49,0.45,0.52,0.4,0.36,0.44,0.64,0.61,0.67,"E08000031","Wolverhampton"
"E02002182","Wolverhampton 034",0.53,0.49,0.56,0.34,0.3,0.38,0.69,0.66,0.71,"E08000031","Wolverhampton"
"E02006894","Wolverhampton 035",0.45,0.4,0.51,0.39,0.33,0.44,0.63,0.58,0.67,"E08000031","Wolverhampton"
