"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02006710","Malvern Hills 001",0.66,0.63,0.7,0.22,0.16,0.26,0.81,0.78,0.83,"E07000235","Malvern Hills"
"E02006711","Malvern Hills 002",0.66,0.61,0.7,0.21,0.15,0.26,0.82,0.79,0.85,"E07000235","Malvern Hills"
"E02006712","Malvern Hills 003",0.66,0.62,0.7,0.21,0.15,0.25,0.83,0.8,0.85,"E07000235","Malvern Hills"
"E02006713","Malvern Hills 004",0.62,0.59,0.65,0.24,0.19,0.28,0.8,0.78,0.82,"E07000235","Malvern Hills"
"E02006714","Malvern Hills 005",0.64,0.6,0.67,0.23,0.17,0.28,0.82,0.79,0.84,"E07000235","Malvern Hills"
"E02006715","Malvern Hills 006",0.66,0.63,0.69,0.2,0.15,0.24,0.82,0.8,0.84,"E07000235","Malvern Hills"
"E02006716","Malvern Hills 007",0.58,0.55,0.61,0.28,0.24,0.32,0.73,0.71,0.75,"E07000235","Malvern Hills"
"E02006717","Malvern Hills 008",0.64,0.61,0.68,0.21,0.16,0.25,0.84,0.81,0.86,"E07000235","Malvern Hills"
"E02006718","Malvern Hills 009",0.64,0.62,0.67,0.23,0.18,0.27,0.82,0.8,0.83,"E07000235","Malvern Hills"
"E02006719","Malvern Hills 010",0.71,0.67,0.74,0.16,0.11,0.21,0.87,0.85,0.88,"E07000235","Malvern Hills"
"E02006720","Malvern Hills 011",0.67,0.64,0.71,0.2,0.14,0.25,0.83,0.81,0.86,"E07000235","Malvern Hills"
