"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002271","Kirklees 001",0.63,0.59,0.67,0.24,0.19,0.29,0.8,0.78,0.83,"E08000034","Kirklees"
"E02002272","Kirklees 002",0.57,0.52,0.61,0.3,0.25,0.35,0.73,0.7,0.77,"E08000034","Kirklees"
"E02002273","Kirklees 003",0.62,0.59,0.65,0.23,0.18,0.28,0.79,0.77,0.82,"E08000034","Kirklees"
"E02002274","Kirklees 004",0.62,0.59,0.65,0.24,0.2,0.29,0.78,0.76,0.8,"E08000034","Kirklees"
"E02002275","Kirklees 005",0.58,0.55,0.61,0.28,0.23,0.32,0.76,0.74,0.78,"E08000034","Kirklees"
"E02002276","Kirklees 006",0.56,0.53,0.59,0.31,0.26,0.35,0.73,0.7,0.75,"E08000034","Kirklees"
"E02002277","Kirklees 007",0.53,0.49,0.56,0.32,0.28,0.36,0.71,0.68,0.74,"E08000034","Kirklees"
"E02002278","Kirklees 008",0.6,0.56,0.62,0.26,0.22,0.3,0.75,0.73,0.78,"E08000034","Kirklees"
"E02002279","Kirklees 009",0.56,0.52,0.59,0.31,0.27,0.35,0.72,0.69,0.74,"E08000034","Kirklees"
"E02002280","Kirklees 010",0.46,0.43,0.49,0.4,0.36,0.44,0.63,0.61,0.66,"E08000034","Kirklees"
"E02002281","Kirklees 011",0.52,0.49,0.56,0.33,0.29,0.37,0.7,0.67,0.73,"E08000034","Kirklees"
"E02002282","Kirklees 012",0.52,0.48,0.55,0.34,0.3,0.38,0.67,0.64,0.7,"E08000034","Kirklees"
"E02002283","Kirklees 013",0.48,0.44,0.52,0.37,0.33,0.41,0.65,0.61,0.68,"E08000034","Kirklees"
"E02002284","Kirklees 014",0.58,0.55,0.61,0.29,0.25,0.33,0.75,0.73,0.77,"E08000034","Kirklees"
"E02002285","Kirklees 015",0.63,0.59,0.66,0.24,0.19,0.28,0.79,0.77,0.82,"E08000034","Kirklees"
"E02002286","Kirklees 016",0.55,0.51,0.58,0.32,0.27,0.36,0.7,0.67,0.73,"E08000034","Kirklees"
"E02002287","Kirklees 017",0.55,0.48,0.62,0.32,0.25,0.38,0.71,0.65,0.76,"E08000034","Kirklees"
"E02002288","Kirklees 018",0.54,0.48,0.6,0.32,0.26,0.38,0.71,0.65,0.75,"E08000034","Kirklees"
"E02002289","Kirklees 019",0.52,0.45,0.58,0.34,0.28,0.41,0.66,0.6,0.72,"E08000034","Kirklees"
"E02002290","Kirklees 020",0.63,0.56,0.69,0.23,0.16,0.29,0.8,0.76,0.85,"E08000034","Kirklees"
"E02002291","Kirklees 021",0.63,0.57,0.68,0.24,0.18,0.3,0.79,0.75,0.83,"E08000034","Kirklees"
