"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000689","Merton 001",0.76,0.71,0.8,0.14,0.08,0.19,0.88,0.85,0.91,"E09000024","Merton"
"E02000690","Merton 002",0.69,0.64,0.74,0.16,0.11,0.22,0.88,0.86,0.91,"E09000024","Merton"
"E02000691","Merton 003",0.77,0.73,0.8,0.14,0.08,0.19,0.88,0.86,0.9,"E09000024","Merton"
"E02000692","Merton 004",0.75,0.7,0.79,0.15,0.09,0.2,0.89,0.86,0.91,"E09000024","Merton"
"E02000693","Merton 005",0.73,0.68,0.77,0.16,0.1,0.21,0.85,0.82,0.88,"E09000024","Merton"
"E02000694","Merton 006",0.74,0.71,0.78,0.15,0.1,0.2,0.87,0.85,0.89,"E09000024","Merton"
"E02000695","Merton 007",0.57,0.52,0.63,0.25,0.19,0.31,0.77,0.72,0.8,"E09000024","Merton"
"E02000696","Merton 008",0.62,0.57,0.66,0.22,0.17,0.28,0.8,0.76,0.83,"E09000024","Merton"
"E02000697","Merton 009",0.77,0.74,0.8,0.13,0.07,0.18,0.89,0.88,0.91,"E09000024","Merton"
"E02000698","Merton 010",0.72,0.68,0.75,0.15,0.09,0.2,0.89,0.87,0.9,"E09000024","Merton"
"E02000699","Merton 011",0.75,0.72,0.77,0.13,0.07,0.18,0.89,0.88,0.91,"E09000024","Merton"
"E02000700","Merton 012",0.61,0.57,0.65,0.26,0.21,0.3,0.78,0.75,0.81,"E09000024","Merton"
"E02000701","Merton 013",0.55,0.52,0.59,0.27,0.22,0.32,0.76,0.73,0.79,"E09000024","Merton"
"E02000702","Merton 014",0.55,0.51,0.59,0.28,0.23,0.32,0.75,0.71,0.78,"E09000024","Merton"
"E02000703","Merton 015",0.68,0.65,0.71,0.18,0.13,0.23,0.86,0.84,0.88,"E09000024","Merton"
"E02000704","Merton 016",0.67,0.64,0.71,0.19,0.14,0.24,0.85,0.82,0.86,"E09000024","Merton"
"E02000705","Merton 017",0.57,0.53,0.6,0.28,0.23,0.32,0.75,0.73,0.78,"E09000024","Merton"
"E02000706","Merton 018",0.53,0.49,0.56,0.31,0.27,0.35,0.72,0.69,0.74,"E09000024","Merton"
"E02000707","Merton 019",0.54,0.49,0.58,0.29,0.24,0.34,0.72,0.69,0.76,"E09000024","Merton"
"E02000708","Merton 020",0.66,0.62,0.69,0.2,0.15,0.25,0.83,0.81,0.85,"E09000024","Merton"
"E02000709","Merton 021",0.64,0.6,0.67,0.22,0.16,0.26,0.83,0.8,0.85,"E09000024","Merton"
"E02000710","Merton 022",0.57,0.52,0.61,0.28,0.23,0.32,0.75,0.72,0.79,"E09000024","Merton"
"E02000711","Merton 023",0.6,0.57,0.63,0.26,0.22,0.31,0.77,0.74,0.79,"E09000024","Merton"
"E02000712","Merton 024",0.58,0.54,0.62,0.29,0.24,0.33,0.76,0.73,0.78,"E09000024","Merton"
"E02000713","Merton 025",0.6,0.56,0.63,0.25,0.2,0.29,0.79,0.77,0.81,"E09000024","Merton"
