"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002515","Redcar and Cleveland 001",0.62,0.58,0.65,0.25,0.2,0.3,0.78,0.75,0.81,"E06000003","Redcar and Cleveland"
"E02002516","Redcar and Cleveland 002",0.58,0.54,0.62,0.27,0.22,0.31,0.76,0.73,0.79,"E06000003","Redcar and Cleveland"
"E02002517","Redcar and Cleveland 003",0.57,0.51,0.62,0.3,0.24,0.35,0.74,0.69,0.78,"E06000003","Redcar and Cleveland"
"E02002518","Redcar and Cleveland 004",0.64,0.6,0.68,0.22,0.17,0.27,0.81,0.78,0.84,"E06000003","Redcar and Cleveland"
"E02002519","Redcar and Cleveland 005",0.55,0.5,0.59,0.3,0.25,0.35,0.74,0.7,0.77,"E06000003","Redcar and Cleveland"
"E02002520","Redcar and Cleveland 006",0.64,0.59,0.69,0.24,0.18,0.29,0.8,0.76,0.83,"E06000003","Redcar and Cleveland"
"E02002521","Redcar and Cleveland 007",0.69,0.65,0.73,0.21,0.15,0.26,0.83,0.8,0.86,"E06000003","Redcar and Cleveland"
"E02002523","Redcar and Cleveland 009",0.53,0.48,0.57,0.34,0.29,0.38,0.67,0.62,0.71,"E06000003","Redcar and Cleveland"
"E02002524","Redcar and Cleveland 010",0.64,0.59,0.68,0.25,0.19,0.3,0.76,0.72,0.8,"E06000003","Redcar and Cleveland"
"E02002525","Redcar and Cleveland 011",0.57,0.52,0.62,0.28,0.23,0.34,0.74,0.69,0.78,"E06000003","Redcar and Cleveland"
"E02002526","Redcar and Cleveland 012",0.61,0.57,0.66,0.25,0.2,0.3,0.76,0.72,0.79,"E06000003","Redcar and Cleveland"
"E02002527","Redcar and Cleveland 013",0.6,0.56,0.65,0.29,0.24,0.34,0.71,0.67,0.75,"E06000003","Redcar and Cleveland"
"E02002529","Redcar and Cleveland 015",0.61,0.56,0.66,0.24,0.19,0.29,0.77,0.73,0.81,"E06000003","Redcar and Cleveland"
"E02002530","Redcar and Cleveland 016",0.62,0.57,0.67,0.28,0.22,0.33,0.73,0.69,0.78,"E06000003","Redcar and Cleveland"
"E02002532","Redcar and Cleveland 018",0.61,0.55,0.66,0.26,0.2,0.31,0.77,0.73,0.81,"E06000003","Redcar and Cleveland"
"E02002533","Redcar and Cleveland 019",0.69,0.66,0.73,0.19,0.14,0.24,0.84,0.82,0.86,"E06000003","Redcar and Cleveland"
"E02002534","Redcar and Cleveland 020",0.69,0.62,0.74,0.19,0.13,0.25,0.84,0.8,0.88,"E06000003","Redcar and Cleveland"
"E02006812","Redcar and Cleveland 021",0.59,0.54,0.65,0.27,0.21,0.33,0.76,0.71,0.8,"E06000003","Redcar and Cleveland"
"E02006910","Redcar and Cleveland 022",0.56,0.52,0.6,0.3,0.26,0.35,0.72,0.69,0.76,"E06000003","Redcar and Cleveland"
