"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02006604","Mid Sussex 001",0.68,0.65,0.7,0.19,0.15,0.24,0.84,0.82,0.85,"E07000228","Mid Sussex"
"E02006605","Mid Sussex 002",0.67,0.63,0.69,0.18,0.12,0.22,0.84,0.82,0.86,"E07000228","Mid Sussex"
"E02006606","Mid Sussex 003",0.68,0.66,0.71,0.17,0.12,0.21,0.86,0.84,0.87,"E07000228","Mid Sussex"
"E02006607","Mid Sussex 004",0.7,0.67,0.73,0.17,0.11,0.21,0.86,0.84,0.88,"E07000228","Mid Sussex"
"E02006608","Mid Sussex 005",0.63,0.6,0.66,0.2,0.15,0.24,0.82,0.81,0.84,"E07000228","Mid Sussex"
"E02006609","Mid Sussex 006",0.69,0.66,0.72,0.17,0.11,0.22,0.86,0.84,0.88,"E07000228","Mid Sussex"
"E02006610","Mid Sussex 007",0.68,0.64,0.72,0.18,0.12,0.23,0.86,0.83,0.88,"E07000228","Mid Sussex"
"E02006611","Mid Sussex 008",0.69,0.66,0.71,0.18,0.12,0.22,0.87,0.85,0.88,"E07000228","Mid Sussex"
"E02006612","Mid Sussex 009",0.7,0.68,0.73,0.18,0.13,0.23,0.85,0.83,0.87,"E07000228","Mid Sussex"
"E02006613","Mid Sussex 010",0.67,0.64,0.69,0.22,0.17,0.26,0.79,0.78,0.81,"E07000228","Mid Sussex"
"E02006614","Mid Sussex 011",0.7,0.67,0.73,0.17,0.12,0.22,0.86,0.83,0.88,"E07000228","Mid Sussex"
"E02006615","Mid Sussex 012",0.67,0.64,0.7,0.2,0.14,0.24,0.82,0.8,0.84,"E07000228","Mid Sussex"
"E02006616","Mid Sussex 013",0.67,0.64,0.7,0.2,0.15,0.25,0.83,0.81,0.85,"E07000228","Mid Sussex"
"E02006617","Mid Sussex 014",0.68,0.65,0.71,0.21,0.16,0.25,0.82,0.8,0.84,"E07000228","Mid Sussex"
"E02006618","Mid Sussex 015",0.67,0.63,0.7,0.19,0.14,0.24,0.85,0.83,0.87,"E07000228","Mid Sussex"
"E02006619","Mid Sussex 016",0.7,0.66,0.74,0.17,0.11,0.22,0.86,0.83,0.88,"E07000228","Mid Sussex"
"E02006620","Mid Sussex 017",0.68,0.65,0.7,0.2,0.15,0.24,0.85,0.84,0.87,"E07000228","Mid Sussex"
