"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005619","Daventry 001",0.66,0.61,0.71,0.19,0.13,0.24,0.84,0.81,0.87,"E07000151","Daventry"
"E02005620","Daventry 002",0.65,0.61,0.67,0.19,0.14,0.24,0.83,0.81,0.85,"E07000151","Daventry"
"E02005621","Daventry 003",0.63,0.58,0.68,0.21,0.15,0.26,0.8,0.76,0.83,"E07000151","Daventry"
"E02005622","Daventry 004",0.68,0.63,0.72,0.19,0.13,0.24,0.83,0.8,0.85,"E07000151","Daventry"
"E02005623","Daventry 005",0.65,0.6,0.69,0.2,0.14,0.25,0.83,0.8,0.86,"E07000151","Daventry"
"E02005624","Daventry 006",0.61,0.57,0.65,0.2,0.15,0.25,0.81,0.78,0.83,"E07000151","Daventry"
"E02005625","Daventry 007",0.6,0.56,0.63,0.23,0.19,0.27,0.79,0.77,0.81,"E07000151","Daventry"
"E02005626","Daventry 008",0.55,0.51,0.59,0.26,0.21,0.3,0.73,0.69,0.76,"E07000151","Daventry"
"E02005627","Daventry 009",0.6,0.56,0.64,0.23,0.18,0.28,0.79,0.75,0.81,"E07000151","Daventry"
"E02005628","Daventry 010",0.63,0.58,0.67,0.22,0.16,0.27,0.8,0.76,0.83,"E07000151","Daventry"
