"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005880","Mansfield 001",0.54,0.51,0.58,0.31,0.27,0.35,0.7,0.67,0.73,"E07000174","Mansfield"
"E02005881","Mansfield 002",0.59,0.55,0.62,0.29,0.25,0.33,0.73,0.7,0.76,"E07000174","Mansfield"
"E02005882","Mansfield 003",0.63,0.6,0.66,0.23,0.19,0.28,0.77,0.74,0.79,"E07000174","Mansfield"
"E02005883","Mansfield 004",0.57,0.53,0.61,0.31,0.26,0.35,0.71,0.68,0.74,"E07000174","Mansfield"
"E02005884","Mansfield 005",0.62,0.59,0.65,0.24,0.2,0.28,0.77,0.75,0.79,"E07000174","Mansfield"
"E02005885","Mansfield 006",0.54,0.51,0.57,0.33,0.29,0.37,0.72,0.7,0.75,"E07000174","Mansfield"
"E02005886","Mansfield 007",0.62,0.59,0.65,0.26,0.22,0.3,0.76,0.73,0.78,"E07000174","Mansfield"
"E02005887","Mansfield 008",0.54,0.51,0.57,0.32,0.28,0.36,0.72,0.69,0.75,"E07000174","Mansfield"
"E02005888","Mansfield 009",0.57,0.53,0.6,0.31,0.26,0.35,0.72,0.69,0.75,"E07000174","Mansfield"
"E02005889","Mansfield 010",0.54,0.51,0.57,0.31,0.26,0.34,0.74,0.72,0.76,"E07000174","Mansfield"
"E02005890","Mansfield 011",0.61,0.59,0.64,0.25,0.21,0.29,0.77,0.75,0.79,"E07000174","Mansfield"
"E02005891","Mansfield 012",0.55,0.51,0.58,0.33,0.28,0.36,0.69,0.66,0.71,"E07000174","Mansfield"
"E02005892","Mansfield 013",0.65,0.62,0.68,0.21,0.16,0.25,0.83,0.81,0.85,"E07000174","Mansfield"
