"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02003279","Southend-on-Sea 001",0.56,0.53,0.6,0.3,0.25,0.34,0.76,0.73,0.79,"E06000033","Southend-on-Sea"
"E02003280","Southend-on-Sea 002",0.56,0.52,0.6,0.32,0.27,0.37,0.73,0.7,0.75,"E06000033","Southend-on-Sea"
"E02003281","Southend-on-Sea 003",0.58,0.55,0.61,0.27,0.22,0.31,0.79,0.77,0.81,"E06000033","Southend-on-Sea"
"E02003282","Southend-on-Sea 004",0.6,0.57,0.63,0.27,0.22,0.31,0.77,0.75,0.79,"E06000033","Southend-on-Sea"
"E02003283","Southend-on-Sea 005",0.61,0.57,0.64,0.25,0.2,0.29,0.79,0.77,0.82,"E06000033","Southend-on-Sea"
"E02003284","Southend-on-Sea 006",0.57,0.54,0.61,0.3,0.26,0.34,0.72,0.7,0.75,"E06000033","Southend-on-Sea"
"E02003285","Southend-on-Sea 007",0.63,0.61,0.66,0.22,0.17,0.26,0.8,0.78,0.81,"E06000033","Southend-on-Sea"
"E02003286","Southend-on-Sea 008",0.66,0.64,0.69,0.21,0.16,0.25,0.85,0.84,0.87,"E06000033","Southend-on-Sea"
"E02003287","Southend-on-Sea 009",0.58,0.55,0.6,0.29,0.24,0.33,0.76,0.74,0.78,"E06000033","Southend-on-Sea"
"E02003288","Southend-on-Sea 010",0.56,0.53,0.6,0.32,0.27,0.36,0.73,0.7,0.75,"E06000033","Southend-on-Sea"
"E02003289","Southend-on-Sea 011",0.71,0.68,0.73,0.15,0.1,0.2,0.87,0.86,0.89,"E06000033","Southend-on-Sea"
"E02003290","Southend-on-Sea 012",0.66,0.64,0.69,0.19,0.14,0.23,0.84,0.82,0.86,"E06000033","Southend-on-Sea"
"E02003291","Southend-on-Sea 013",0.58,0.56,0.61,0.26,0.22,0.3,0.78,0.76,0.79,"E06000033","Southend-on-Sea"
"E02003292","Southend-on-Sea 014",0.59,0.56,0.62,0.29,0.25,0.33,0.73,0.71,0.75,"E06000033","Southend-on-Sea"
"E02003293","Southend-on-Sea 015",0.66,0.63,0.68,0.21,0.16,0.26,0.82,0.8,0.84,"E06000033","Southend-on-Sea"
"E02003294","Southend-on-Sea 016",0.62,0.59,0.64,0.23,0.18,0.27,0.83,0.81,0.84,"E06000033","Southend-on-Sea"
"E02003295","Southend-on-Sea 017",0.59,0.56,0.63,0.27,0.22,0.31,0.78,0.75,0.8,"E06000033","Southend-on-Sea"
