"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002438","Wakefield 001",0.48,0.44,0.52,0.38,0.34,0.43,0.64,0.6,0.67,"E08000036","Wakefield"
"E02002439","Wakefield 002",0.54,0.5,0.58,0.34,0.29,0.38,0.7,0.67,0.73,"E08000036","Wakefield"
"E02002440","Wakefield 003",0.49,0.45,0.52,0.37,0.33,0.42,0.66,0.63,0.69,"E08000036","Wakefield"
"E02002441","Wakefield 004",0.53,0.5,0.57,0.33,0.28,0.37,0.71,0.68,0.74,"E08000036","Wakefield"
"E02002442","Wakefield 005",0.57,0.54,0.61,0.28,0.23,0.33,0.74,0.71,0.77,"E08000036","Wakefield"
"E02002443","Wakefield 006",0.64,0.61,0.67,0.21,0.16,0.26,0.8,0.78,0.82,"E08000036","Wakefield"
"E02002444","Wakefield 007",0.6,0.56,0.64,0.26,0.21,0.31,0.76,0.73,0.79,"E08000036","Wakefield"
"E02002445","Wakefield 008",0.6,0.56,0.64,0.25,0.2,0.3,0.78,0.75,0.81,"E08000036","Wakefield"
"E02002446","Wakefield 009",0.61,0.56,0.66,0.25,0.19,0.3,0.77,0.73,0.81,"E08000036","Wakefield"
"E02002447","Wakefield 010",0.52,0.47,0.56,0.34,0.29,0.39,0.67,0.64,0.71,"E08000036","Wakefield"
"E02002448","Wakefield 011",0.49,0.44,0.55,0.38,0.32,0.43,0.65,0.6,0.7,"E08000036","Wakefield"
"E02002449","Wakefield 012",0.55,0.49,0.6,0.3,0.25,0.36,0.72,0.67,0.76,"E08000036","Wakefield"
"E02002450","Wakefield 013",0.58,0.53,0.63,0.27,0.21,0.32,0.75,0.71,0.78,"E08000036","Wakefield"
"E02002451","Wakefield 014",0.64,0.59,0.68,0.21,0.16,0.26,0.82,0.78,0.84,"E08000036","Wakefield"
"E02002452","Wakefield 015",0.54,0.49,0.59,0.33,0.27,0.38,0.71,0.66,0.75,"E08000036","Wakefield"
