"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000166","Camden 001",0.75,0.71,0.78,0.15,0.1,0.2,0.88,0.86,0.89,"E09000007","Camden"
"E02000167","Camden 002",0.78,0.75,0.8,0.12,0.07,0.18,0.91,0.89,0.92,"E09000007","Camden"
"E02000168","Camden 003",0.78,0.75,0.8,0.13,0.07,0.18,0.89,0.88,0.91,"E09000007","Camden"
"E02000169","Camden 004",0.75,0.73,0.78,0.13,0.08,0.18,0.89,0.87,0.9,"E09000007","Camden"
"E02000170","Camden 005",0.76,0.73,0.79,0.13,0.08,0.18,0.88,0.87,0.9,"E09000007","Camden"
"E02000171","Camden 006",0.76,0.73,0.79,0.14,0.08,0.19,0.88,0.86,0.9,"E09000007","Camden"
"E02000172","Camden 007",0.65,0.62,0.69,0.22,0.17,0.26,0.8,0.78,0.83,"E09000007","Camden"
"E02000173","Camden 008",0.74,0.72,0.77,0.15,0.09,0.2,0.88,0.86,0.89,"E09000007","Camden"
"E02000174","Camden 009",0.73,0.69,0.76,0.16,0.11,0.21,0.85,0.83,0.88,"E09000007","Camden"
"E02000175","Camden 010",0.74,0.71,0.78,0.15,0.1,0.2,0.87,0.84,0.89,"E09000007","Camden"
"E02000176","Camden 011",0.77,0.75,0.8,0.13,0.07,0.18,0.89,0.88,0.91,"E09000007","Camden"
"E02000177","Camden 012",0.64,0.6,0.67,0.22,0.17,0.27,0.8,0.77,0.82,"E09000007","Camden"
"E02000178","Camden 013",0.71,0.67,0.75,0.18,0.12,0.23,0.84,0.81,0.86,"E09000007","Camden"
"E02000179","Camden 014",0.68,0.64,0.71,0.19,0.14,0.24,0.84,0.82,0.86,"E09000007","Camden"
"E02000180","Camden 015",0.74,0.71,0.77,0.17,0.11,0.22,0.84,0.82,0.86,"E09000007","Camden"
"E02000181","Camden 016",0.76,0.73,0.78,0.14,0.09,0.19,0.88,0.86,0.9,"E09000007","Camden"
"E02000182","Camden 017",0.67,0.63,0.72,0.2,0.15,0.26,0.83,0.8,0.86,"E09000007","Camden"
"E02000183","Camden 018",0.73,0.69,0.76,0.15,0.09,0.2,0.88,0.86,0.9,"E09000007","Camden"
"E02000184","Camden 019",0.68,0.64,0.72,0.2,0.14,0.25,0.81,0.78,0.84,"E09000007","Camden"
"E02000185","Camden 020",0.63,0.59,0.67,0.23,0.18,0.28,0.8,0.77,0.83,"E09000007","Camden"
"E02000186","Camden 021",0.75,0.71,0.79,0.16,0.1,0.21,0.87,0.84,0.89,"E09000007","Camden"
"E02000187","Camden 022",0.6,0.54,0.65,0.28,0.22,0.33,0.76,0.71,0.79,"E09000007","Camden"
"E02000188","Camden 023",0.63,0.6,0.67,0.26,0.21,0.3,0.77,0.74,0.79,"E09000007","Camden"
"E02000189","Camden 024",0.69,0.66,0.72,0.19,0.14,0.24,0.83,0.81,0.85,"E09000007","Camden"
"E02000190","Camden 025",0.71,0.68,0.74,0.18,0.12,0.23,0.85,0.82,0.87,"E09000007","Camden"
"E02000191","Camden 026",0.77,0.74,0.8,0.13,0.07,0.18,0.88,0.87,0.9,"E09000007","Camden"
"E02000192","Camden 027",0.69,0.66,0.72,0.18,0.13,0.23,0.84,0.82,0.86,"E09000007","Camden"
"E02000193","Camden 028",0.76,0.72,0.78,0.15,0.09,0.2,0.87,0.85,0.89,"E09000007","Camden"
