"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004636","Gloucester 001",0.64,0.61,0.67,0.24,0.19,0.28,0.79,0.77,0.8,"E07000081","Gloucester"
"E02004637","Gloucester 002",0.62,0.59,0.65,0.28,0.23,0.32,0.77,0.74,0.79,"E07000081","Gloucester"
"E02004638","Gloucester 003",0.62,0.59,0.65,0.26,0.21,0.3,0.77,0.76,0.79,"E07000081","Gloucester"
"E02004639","Gloucester 004",0.6,0.57,0.63,0.27,0.22,0.31,0.75,0.73,0.77,"E07000081","Gloucester"
"E02004640","Gloucester 005",0.51,0.47,0.55,0.35,0.31,0.4,0.67,0.63,0.7,"E07000081","Gloucester"
"E02004641","Gloucester 006",0.61,0.58,0.64,0.25,0.2,0.29,0.8,0.78,0.82,"E07000081","Gloucester"
"E02004642","Gloucester 007",0.61,0.57,0.65,0.26,0.21,0.31,0.76,0.73,0.79,"E07000081","Gloucester"
"E02004643","Gloucester 008",0.54,0.5,0.58,0.32,0.27,0.37,0.7,0.67,0.73,"E07000081","Gloucester"
"E02004644","Gloucester 009",0.55,0.51,0.58,0.31,0.27,0.35,0.71,0.69,0.74,"E07000081","Gloucester"
"E02004645","Gloucester 010",0.64,0.6,0.67,0.21,0.16,0.25,0.81,0.79,0.83,"E07000081","Gloucester"
"E02004646","Gloucester 011",0.53,0.49,0.56,0.33,0.28,0.37,0.7,0.67,0.73,"E07000081","Gloucester"
"E02004647","Gloucester 012",0.54,0.5,0.57,0.31,0.27,0.36,0.72,0.69,0.75,"E07000081","Gloucester"
"E02004648","Gloucester 013",0.5,0.47,0.53,0.34,0.3,0.38,0.7,0.68,0.72,"E07000081","Gloucester"
"E02004649","Gloucester 014",0.6,0.57,0.63,0.24,0.19,0.28,0.78,0.76,0.8,"E07000081","Gloucester"
"E02004650","Gloucester 015",0.57,0.54,0.61,0.26,0.21,0.3,0.74,0.71,0.76,"E07000081","Gloucester"
