"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004802","Rushmoor 001",0.58,0.53,0.62,0.3,0.24,0.35,0.72,0.68,0.76,"E07000092","Rushmoor"
"E02004803","Rushmoor 002",0.57,0.52,0.61,0.29,0.24,0.34,0.71,0.67,0.74,"E07000092","Rushmoor"
"E02004804","Rushmoor 003",0.62,0.58,0.67,0.23,0.17,0.28,0.79,0.76,0.82,"E07000092","Rushmoor"
"E02004805","Rushmoor 004",0.68,0.64,0.73,0.18,0.13,0.23,0.84,0.81,0.86,"E07000092","Rushmoor"
"E02004806","Rushmoor 005",0.66,0.62,0.7,0.19,0.13,0.24,0.83,0.81,0.86,"E07000092","Rushmoor"
"E02004807","Rushmoor 006",0.64,0.59,0.68,0.22,0.17,0.27,0.79,0.76,0.82,"E07000092","Rushmoor"
"E02004808","Rushmoor 007",0.66,0.61,0.71,0.2,0.14,0.26,0.82,0.78,0.85,"E07000092","Rushmoor"
"E02004809","Rushmoor 008",0.61,0.54,0.67,0.24,0.17,0.29,0.79,0.74,0.83,"E07000092","Rushmoor"
"E02004810","Rushmoor 009",0.62,0.57,0.66,0.22,0.17,0.27,0.79,0.75,0.82,"E07000092","Rushmoor"
"E02004811","Rushmoor 010",0.6,0.56,0.64,0.23,0.18,0.28,0.8,0.77,0.83,"E07000092","Rushmoor"
"E02004812","Rushmoor 011",0.64,0.59,0.68,0.2,0.15,0.26,0.82,0.79,0.85,"E07000092","Rushmoor"
"E02004813","Rushmoor 012",0.57,0.53,0.6,0.29,0.24,0.33,0.74,0.71,0.77,"E07000092","Rushmoor"
