"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005087","Sevenoaks 001",0.59,0.54,0.63,0.23,0.17,0.28,0.79,0.76,0.82,"E07000111","Sevenoaks"
"E02005088","Sevenoaks 002",0.53,0.49,0.57,0.31,0.26,0.35,0.71,0.68,0.74,"E07000111","Sevenoaks"
"E02005089","Sevenoaks 003",0.6,0.55,0.64,0.23,0.18,0.28,0.8,0.77,0.83,"E07000111","Sevenoaks"
"E02005090","Sevenoaks 004",0.63,0.59,0.67,0.22,0.16,0.26,0.83,0.8,0.86,"E07000111","Sevenoaks"
"E02005091","Sevenoaks 005",0.64,0.59,0.68,0.2,0.15,0.25,0.83,0.8,0.85,"E07000111","Sevenoaks"
"E02005093","Sevenoaks 007",0.58,0.53,0.63,0.25,0.2,0.3,0.79,0.75,0.83,"E07000111","Sevenoaks"
"E02005094","Sevenoaks 008",0.67,0.62,0.72,0.18,0.12,0.23,0.85,0.82,0.88,"E07000111","Sevenoaks"
"E02005095","Sevenoaks 009",0.67,0.64,0.69,0.2,0.15,0.24,0.85,0.83,0.87,"E07000111","Sevenoaks"
"E02005096","Sevenoaks 010",0.69,0.66,0.71,0.19,0.14,0.23,0.85,0.84,0.87,"E07000111","Sevenoaks"
"E02005097","Sevenoaks 011",0.71,0.69,0.74,0.17,0.11,0.21,0.87,0.86,0.89,"E07000111","Sevenoaks"
"E02005098","Sevenoaks 012",0.73,0.71,0.76,0.15,0.1,0.2,0.89,0.87,0.9,"E07000111","Sevenoaks"
"E02005099","Sevenoaks 013",0.67,0.64,0.7,0.18,0.13,0.22,0.85,0.83,0.86,"E07000111","Sevenoaks"
"E02005100","Sevenoaks 014",0.61,0.58,0.63,0.24,0.19,0.28,0.79,0.78,0.81,"E07000111","Sevenoaks"
"E02005101","Sevenoaks 015",0.7,0.66,0.73,0.16,0.11,0.21,0.86,0.83,0.88,"E07000111","Sevenoaks"
"E02006832","Sevenoaks 016",0.66,0.64,0.68,0.18,0.13,0.22,0.83,0.81,0.85,"E07000111","Sevenoaks"
