"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02001768","South Tyneside 001",0.59,0.56,0.62,0.27,0.22,0.31,0.75,0.73,0.77,"E08000023","South Tyneside"
"E02001769","South Tyneside 002",0.54,0.5,0.57,0.34,0.29,0.38,0.69,0.66,0.72,"E08000023","South Tyneside"
"E02001770","South Tyneside 003",0.63,0.6,0.67,0.23,0.18,0.27,0.8,0.77,0.82,"E08000023","South Tyneside"
"E02001771","South Tyneside 004",0.57,0.53,0.6,0.3,0.25,0.34,0.74,0.71,0.76,"E08000023","South Tyneside"
"E02001772","South Tyneside 005",0.61,0.57,0.64,0.26,0.22,0.31,0.78,0.75,0.8,"E08000023","South Tyneside"
"E02001773","South Tyneside 006",0.64,0.6,0.67,0.23,0.18,0.27,0.82,0.79,0.84,"E08000023","South Tyneside"
"E02001774","South Tyneside 007",0.59,0.55,0.62,0.32,0.27,0.36,0.71,0.68,0.73,"E08000023","South Tyneside"
"E02001775","South Tyneside 008",0.53,0.5,0.57,0.32,0.28,0.36,0.7,0.67,0.73,"E08000023","South Tyneside"
"E02001776","South Tyneside 009",0.61,0.57,0.64,0.27,0.23,0.31,0.76,0.73,0.78,"E08000023","South Tyneside"
"E02001777","South Tyneside 010",0.6,0.57,0.63,0.27,0.22,0.31,0.77,0.75,0.8,"E08000023","South Tyneside"
"E02001778","South Tyneside 011",0.55,0.51,0.58,0.31,0.27,0.36,0.72,0.69,0.75,"E08000023","South Tyneside"
"E02001779","South Tyneside 012",0.54,0.5,0.58,0.35,0.3,0.39,0.68,0.65,0.71,"E08000023","South Tyneside"
"E02001780","South Tyneside 013",0.57,0.53,0.6,0.29,0.24,0.33,0.74,0.71,0.77,"E08000023","South Tyneside"
"E02001781","South Tyneside 014",0.5,0.46,0.54,0.39,0.35,0.43,0.64,0.61,0.67,"E08000023","South Tyneside"
"E02001782","South Tyneside 015",0.56,0.52,0.6,0.32,0.28,0.37,0.73,0.7,0.76,"E08000023","South Tyneside"
"E02001783","South Tyneside 016",0.51,0.47,0.55,0.37,0.32,0.41,0.65,0.61,0.69,"E08000023","South Tyneside"
"E02001784","South Tyneside 017",0.57,0.53,0.61,0.31,0.26,0.36,0.72,0.68,0.75,"E08000023","South Tyneside"
"E02001785","South Tyneside 018",0.57,0.53,0.61,0.28,0.23,0.32,0.76,0.72,0.78,"E08000023","South Tyneside"
"E02001786","South Tyneside 019",0.53,0.49,0.57,0.34,0.29,0.38,0.7,0.67,0.73,"E08000023","South Tyneside"
"E02001787","South Tyneside 020",0.56,0.52,0.61,0.31,0.26,0.36,0.72,0.68,0.76,"E08000023","South Tyneside"
"E02001788","South Tyneside 021",0.59,0.55,0.62,0.28,0.24,0.33,0.73,0.71,0.76,"E08000023","South Tyneside"
"E02001789","South Tyneside 022",0.67,0.63,0.7,0.2,0.14,0.24,0.85,0.83,0.87,"E08000023","South Tyneside"
"E02001790","South Tyneside 023",0.63,0.59,0.67,0.24,0.19,0.29,0.8,0.77,0.83,"E08000023","South Tyneside"
