"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005055","Gravesham 001",0.52,0.49,0.55,0.32,0.28,0.36,0.69,0.67,0.71,"E07000109","Gravesham"
"E02005056","Gravesham 002",0.52,0.49,0.55,0.34,0.3,0.38,0.68,0.66,0.71,"E07000109","Gravesham"
"E02005057","Gravesham 003",0.53,0.5,0.56,0.31,0.26,0.35,0.71,0.69,0.74,"E07000109","Gravesham"
"E02005058","Gravesham 004",0.53,0.49,0.56,0.32,0.27,0.36,0.71,0.69,0.73,"E07000109","Gravesham"
"E02005059","Gravesham 005",0.59,0.56,0.62,0.24,0.2,0.29,0.78,0.76,0.8,"E07000109","Gravesham"
"E02005060","Gravesham 006",0.54,0.5,0.57,0.3,0.26,0.34,0.74,0.71,0.76,"E07000109","Gravesham"
"E02005061","Gravesham 007",0.51,0.48,0.54,0.33,0.29,0.37,0.7,0.67,0.72,"E07000109","Gravesham"
"E02005062","Gravesham 008",0.54,0.51,0.57,0.27,0.22,0.31,0.76,0.73,0.78,"E07000109","Gravesham"
"E02005063","Gravesham 009",0.55,0.52,0.58,0.28,0.24,0.32,0.75,0.73,0.78,"E07000109","Gravesham"
"E02005064","Gravesham 010",0.59,0.55,0.63,0.24,0.19,0.29,0.79,0.76,0.82,"E07000109","Gravesham"
"E02005065","Gravesham 011",0.53,0.49,0.56,0.3,0.26,0.34,0.71,0.69,0.74,"E07000109","Gravesham"
"E02005066","Gravesham 012",0.63,0.6,0.67,0.2,0.15,0.25,0.83,0.8,0.85,"E07000109","Gravesham"
"E02005067","Gravesham 013",0.65,0.62,0.69,0.19,0.14,0.24,0.83,0.81,0.85,"E07000109","Gravesham"
