"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004093","High Peak 001",0.69,0.65,0.73,0.2,0.14,0.24,0.81,0.79,0.84,"E07000037","High Peak"
"E02004094","High Peak 002",0.63,0.6,0.66,0.26,0.21,0.3,0.76,0.74,0.78,"E07000037","High Peak"
"E02004095","High Peak 003",0.7,0.68,0.72,0.22,0.17,0.26,0.79,0.78,0.8,"E07000037","High Peak"
"E02004096","High Peak 004",0.72,0.67,0.75,0.17,0.11,0.22,0.85,0.82,0.88,"E07000037","High Peak"
"E02004097","High Peak 005",0.73,0.7,0.76,0.16,0.11,0.21,0.86,0.84,0.87,"E07000037","High Peak"
"E02004098","High Peak 006",0.68,0.65,0.71,0.22,0.17,0.27,0.8,0.78,0.82,"E07000037","High Peak"
"E02004100","High Peak 008",0.7,0.66,0.73,0.18,0.13,0.23,0.84,0.82,0.86,"E07000037","High Peak"
"E02004102","High Peak 010",0.71,0.68,0.73,0.18,0.13,0.23,0.83,0.81,0.85,"E07000037","High Peak"
"E02004103","High Peak 011",0.62,0.59,0.65,0.25,0.2,0.29,0.76,0.73,0.78,"E07000037","High Peak"
"E02004104","High Peak 012",0.69,0.66,0.73,0.19,0.14,0.24,0.82,0.8,0.85,"E07000037","High Peak"
"E02006872","High Peak 013",0.7,0.66,0.74,0.19,0.13,0.24,0.83,0.8,0.86,"E07000037","High Peak"
