"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004896","Hertsmere 001",0.63,0.58,0.67,0.22,0.16,0.27,0.84,0.81,0.86,"E07000098","Hertsmere"
"E02004897","Hertsmere 002",0.62,0.59,0.65,0.23,0.18,0.27,0.81,0.79,0.83,"E07000098","Hertsmere"
"E02004898","Hertsmere 003",0.63,0.6,0.66,0.23,0.18,0.27,0.8,0.78,0.82,"E07000098","Hertsmere"
"E02004899","Hertsmere 004",0.63,0.59,0.67,0.21,0.15,0.26,0.82,0.79,0.84,"E07000098","Hertsmere"
"E02004900","Hertsmere 005",0.65,0.62,0.68,0.19,0.13,0.23,0.84,0.83,0.86,"E07000098","Hertsmere"
"E02004901","Hertsmere 006",0.55,0.51,0.58,0.29,0.24,0.33,0.73,0.7,0.75,"E07000098","Hertsmere"
"E02004902","Hertsmere 007",0.56,0.53,0.59,0.26,0.21,0.3,0.76,0.74,0.78,"E07000098","Hertsmere"
"E02004903","Hertsmere 008",0.65,0.62,0.68,0.2,0.15,0.25,0.81,0.79,0.83,"E07000098","Hertsmere"
"E02004904","Hertsmere 009",0.58,0.56,0.61,0.25,0.2,0.29,0.76,0.74,0.78,"E07000098","Hertsmere"
"E02004905","Hertsmere 010",0.63,0.59,0.67,0.2,0.15,0.25,0.82,0.79,0.84,"E07000098","Hertsmere"
"E02004906","Hertsmere 011",0.58,0.55,0.61,0.26,0.21,0.3,0.75,0.73,0.77,"E07000098","Hertsmere"
"E02004907","Hertsmere 012",0.66,0.64,0.69,0.19,0.14,0.23,0.84,0.83,0.86,"E07000098","Hertsmere"
"E02004908","Hertsmere 013",0.62,0.59,0.65,0.23,0.18,0.27,0.82,0.8,0.84,"E07000098","Hertsmere"
