"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02006456","Woking 001",0.6,0.58,0.63,0.26,0.21,0.3,0.79,0.78,0.81,"E07000217","Woking"
"E02006457","Woking 002",0.65,0.62,0.67,0.21,0.15,0.25,0.86,0.85,0.87,"E07000217","Woking"
"E02006458","Woking 003",0.68,0.65,0.71,0.18,0.13,0.23,0.86,0.84,0.88,"E07000217","Woking"
"E02006459","Woking 004",0.54,0.51,0.57,0.31,0.27,0.35,0.72,0.69,0.74,"E07000217","Woking"
"E02006460","Woking 005",0.63,0.61,0.66,0.22,0.17,0.26,0.8,0.78,0.81,"E07000217","Woking"
"E02006461","Woking 006",0.64,0.61,0.67,0.21,0.15,0.25,0.84,0.82,0.86,"E07000217","Woking"
"E02006462","Woking 007",0.67,0.64,0.7,0.19,0.14,0.23,0.84,0.82,0.85,"E07000217","Woking"
"E02006463","Woking 008",0.69,0.66,0.72,0.17,0.12,0.22,0.86,0.84,0.87,"E07000217","Woking"
"E02006464","Woking 009",0.67,0.65,0.7,0.19,0.14,0.23,0.83,0.82,0.85,"E07000217","Woking"
"E02006465","Woking 010",0.7,0.67,0.72,0.16,0.1,0.2,0.87,0.85,0.88,"E07000217","Woking"
"E02006466","Woking 011",0.63,0.6,0.65,0.22,0.17,0.26,0.8,0.78,0.82,"E07000217","Woking"
"E02006467","Woking 012",0.68,0.65,0.71,0.18,0.12,0.22,0.85,0.83,0.87,"E07000217","Woking"
