"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005102","Shepway 001",0.66,0.62,0.69,0.21,0.15,0.25,0.83,0.8,0.85,"E07000112","Shepway"
"E02005103","Shepway 002",0.61,0.58,0.63,0.26,0.21,0.3,0.76,0.74,0.78,"E07000112","Shepway"
"E02005104","Shepway 003",0.56,0.53,0.58,0.31,0.27,0.35,0.72,0.69,0.74,"E07000112","Shepway"
"E02005105","Shepway 004",0.6,0.57,0.62,0.3,0.26,0.34,0.71,0.69,0.73,"E07000112","Shepway"
"E02005106","Shepway 005",0.55,0.53,0.58,0.3,0.25,0.33,0.73,0.72,0.75,"E07000112","Shepway"
"E02005107","Shepway 006",0.62,0.6,0.65,0.24,0.19,0.28,0.79,0.78,0.81,"E07000112","Shepway"
"E02005109","Shepway 008",0.65,0.62,0.67,0.23,0.18,0.27,0.83,0.81,0.84,"E07000112","Shepway"
"E02005110","Shepway 009",0.6,0.58,0.63,0.26,0.22,0.3,0.77,0.76,0.79,"E07000112","Shepway"
"E02005111","Shepway 010",0.59,0.57,0.61,0.29,0.25,0.33,0.77,0.75,0.78,"E07000112","Shepway"
"E02005112","Shepway 011",0.54,0.51,0.56,0.34,0.3,0.37,0.73,0.71,0.75,"E07000112","Shepway"
"E02005113","Shepway 012",0.54,0.51,0.57,0.3,0.26,0.34,0.78,0.76,0.8,"E07000112","Shepway"
"E02005114","Shepway 013",0.52,0.49,0.54,0.34,0.3,0.38,0.73,0.71,0.75,"E07000112","Shepway"
"E02006879","Shepway 014",0.61,0.58,0.64,0.31,0.26,0.34,0.71,0.68,0.73,"E07000112","Shepway"
"E02006880","Shepway 015",0.64,0.61,0.67,0.26,0.21,0.3,0.77,0.75,0.79,"E07000112","Shepway"
