"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000598","Kingston upon Thames 001",0.72,0.68,0.74,0.16,0.1,0.2,0.87,0.86,0.89,"E09000021","Kingston upon Thames"
"E02000599","Kingston upon Thames 002",0.68,0.64,0.72,0.18,0.12,0.23,0.86,0.84,0.89,"E09000021","Kingston upon Thames"
"E02000600","Kingston upon Thames 003",0.72,0.68,0.75,0.16,0.1,0.21,0.87,0.85,0.89,"E09000021","Kingston upon Thames"
"E02000601","Kingston upon Thames 004",0.73,0.7,0.76,0.16,0.1,0.2,0.88,0.86,0.89,"E09000021","Kingston upon Thames"
"E02000602","Kingston upon Thames 005",0.7,0.67,0.73,0.18,0.13,0.23,0.84,0.82,0.86,"E09000021","Kingston upon Thames"
"E02000603","Kingston upon Thames 006",0.65,0.62,0.68,0.22,0.17,0.27,0.8,0.78,0.83,"E09000021","Kingston upon Thames"
"E02000604","Kingston upon Thames 007",0.67,0.63,0.7,0.19,0.14,0.24,0.85,0.83,0.87,"E09000021","Kingston upon Thames"
"E02000605","Kingston upon Thames 008",0.66,0.62,0.69,0.2,0.14,0.24,0.84,0.82,0.86,"E09000021","Kingston upon Thames"
"E02000606","Kingston upon Thames 009",0.77,0.74,0.79,0.13,0.07,0.18,0.89,0.87,0.9,"E09000021","Kingston upon Thames"
"E02000607","Kingston upon Thames 010",0.75,0.72,0.78,0.14,0.09,0.19,0.89,0.87,0.9,"E09000021","Kingston upon Thames"
"E02000608","Kingston upon Thames 011",0.79,0.76,0.81,0.12,0.06,0.17,0.89,0.88,0.91,"E09000021","Kingston upon Thames"
"E02000609","Kingston upon Thames 012",0.61,0.58,0.65,0.24,0.19,0.29,0.81,0.79,0.83,"E09000021","Kingston upon Thames"
"E02000610","Kingston upon Thames 013",0.74,0.72,0.77,0.15,0.1,0.2,0.88,0.86,0.9,"E09000021","Kingston upon Thames"
"E02000611","Kingston upon Thames 014",0.68,0.65,0.72,0.17,0.12,0.22,0.87,0.85,0.89,"E09000021","Kingston upon Thames"
"E02000612","Kingston upon Thames 015",0.63,0.59,0.66,0.22,0.17,0.26,0.82,0.8,0.84,"E09000021","Kingston upon Thames"
"E02000613","Kingston upon Thames 016",0.71,0.68,0.74,0.16,0.11,0.21,0.88,0.86,0.89,"E09000021","Kingston upon Thames"
"E02000614","Kingston upon Thames 017",0.6,0.55,0.64,0.24,0.19,0.29,0.8,0.77,0.83,"E09000021","Kingston upon Thames"
"E02000615","Kingston upon Thames 018",0.63,0.59,0.67,0.22,0.17,0.27,0.82,0.8,0.85,"E09000021","Kingston upon Thames"
"E02000616","Kingston upon Thames 019",0.62,0.59,0.65,0.21,0.16,0.26,0.81,0.79,0.84,"E09000021","Kingston upon Thames"
"E02000617","Kingston upon Thames 020",0.61,0.57,0.65,0.25,0.19,0.29,0.79,0.76,0.81,"E09000021","Kingston upon Thames"
