"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004379","Lewes 001",0.68,0.64,0.72,0.18,0.12,0.23,0.84,0.81,0.86,"E07000063","Lewes"
"E02004380","Lewes 002",0.69,0.63,0.75,0.18,0.12,0.24,0.86,0.82,0.89,"E07000063","Lewes"
"E02004381","Lewes 003",0.71,0.68,0.73,0.18,0.13,0.23,0.85,0.83,0.86,"E07000063","Lewes"
"E02004382","Lewes 004",0.65,0.61,0.69,0.21,0.16,0.26,0.82,0.79,0.85,"E07000063","Lewes"
"E02004383","Lewes 005",0.73,0.71,0.76,0.15,0.09,0.2,0.87,0.85,0.88,"E07000063","Lewes"
"E02004384","Lewes 006",0.58,0.54,0.61,0.24,0.19,0.28,0.79,0.76,0.81,"E07000063","Lewes"
"E02004385","Lewes 007",0.56,0.53,0.6,0.28,0.23,0.32,0.76,0.73,0.78,"E07000063","Lewes"
"E02004386","Lewes 008",0.59,0.56,0.62,0.26,0.21,0.3,0.78,0.75,0.79,"E07000063","Lewes"
"E02004387","Lewes 009",0.6,0.57,0.63,0.25,0.2,0.29,0.77,0.75,0.79,"E07000063","Lewes"
"E02004388","Lewes 010",0.56,0.52,0.59,0.29,0.25,0.33,0.75,0.72,0.77,"E07000063","Lewes"
"E02004389","Lewes 011",0.61,0.57,0.64,0.24,0.19,0.29,0.81,0.79,0.83,"E07000063","Lewes"
"E02004390","Lewes 012",0.6,0.57,0.63,0.26,0.21,0.3,0.79,0.77,0.81,"E07000063","Lewes"
"E02004391","Lewes 013",0.62,0.59,0.64,0.24,0.19,0.28,0.8,0.78,0.81,"E07000063","Lewes"
