"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02003012","Bristol 001",0.59,0.55,0.62,0.28,0.23,0.32,0.75,0.73,0.78,"E06000023","Bristol, City of"
"E02003013","Bristol 002",0.58,0.53,0.62,0.28,0.24,0.33,0.75,0.72,0.78,"E06000023","Bristol, City of"
"E02003014","Bristol 003",0.54,0.51,0.58,0.32,0.28,0.36,0.7,0.67,0.73,"E06000023","Bristol, City of"
"E02003015","Bristol 004",0.66,0.62,0.69,0.22,0.17,0.27,0.81,0.79,0.84,"E06000023","Bristol, City of"
"E02003016","Bristol 005",0.65,0.62,0.69,0.21,0.16,0.26,0.8,0.77,0.83,"E06000023","Bristol, City of"
"E02003017","Bristol 006",0.71,0.68,0.74,0.17,0.12,0.22,0.88,0.86,0.89,"E06000023","Bristol, City of"
"E02003018","Bristol 007",0.63,0.6,0.67,0.23,0.18,0.27,0.8,0.77,0.83,"E06000023","Bristol, City of"
"E02003019","Bristol 008",0.58,0.55,0.61,0.26,0.21,0.3,0.77,0.75,0.79,"E06000023","Bristol, City of"
"E02003020","Bristol 009",0.71,0.68,0.74,0.16,0.11,0.21,0.89,0.87,0.9,"E06000023","Bristol, City of"
"E02003021","Bristol 010",0.75,0.72,0.78,0.13,0.08,0.18,0.88,0.86,0.9,"E06000023","Bristol, City of"
"E02003022","Bristol 011",0.76,0.72,0.79,0.13,0.07,0.18,0.91,0.89,0.92,"E06000023","Bristol, City of"
"E02003023","Bristol 012",0.64,0.6,0.68,0.22,0.17,0.27,0.81,0.78,0.84,"E06000023","Bristol, City of"
"E02003024","Bristol 013",0.65,0.61,0.69,0.23,0.18,0.28,0.8,0.76,0.83,"E06000023","Bristol, City of"
"E02003025","Bristol 014",0.59,0.53,0.64,0.27,0.21,0.32,0.75,0.7,0.8,"E06000023","Bristol, City of"
"E02003026","Bristol 015",0.77,0.73,0.8,0.12,0.06,0.17,0.91,0.89,0.93,"E06000023","Bristol, City of"
"E02003027","Bristol 016",0.81,0.78,0.84,0.1,0.04,0.15,0.92,0.9,0.93,"E06000023","Bristol, City of"
"E02003028","Bristol 017",0.8,0.77,0.84,0.11,0.05,0.16,0.92,0.9,0.94,"E06000023","Bristol, City of"
"E02003029","Bristol 018",0.58,0.54,0.62,0.27,0.22,0.31,0.77,0.74,0.8,"E06000023","Bristol, City of"
"E02003030","Bristol 019",0.67,0.62,0.71,0.19,0.14,0.24,0.82,0.79,0.85,"E06000023","Bristol, City of"
"E02003031","Bristol 020",0.83,0.8,0.86,0.09,0.02,0.14,0.92,0.91,0.94,"E06000023","Bristol, City of"
"E02003032","Bristol 021",0.63,0.58,0.67,0.23,0.18,0.28,0.79,0.76,0.82,"E06000023","Bristol, City of"
"E02003033","Bristol 022",0.84,0.81,0.87,0.08,0.02,0.13,0.92,0.91,0.94,"E06000023","Bristol, City of"
"E02003034","Bristol 023",0.74,0.7,0.78,0.15,0.1,0.21,0.84,0.81,0.87,"E06000023","Bristol, City of"
"E02003036","Bristol 025",0.82,0.78,0.86,0.1,0.04,0.15,0.9,0.88,0.93,"E06000023","Bristol, City of"
"E02003037","Bristol 026",0.85,0.8,0.88,0.08,0.01,0.13,0.93,0.9,0.95,"E06000023","Bristol, City of"
"E02003038","Bristol 027",0.62,0.55,0.67,0.24,0.18,0.3,0.8,0.75,0.83,"E06000023","Bristol, City of"
"E02003039","Bristol 028",0.61,0.55,0.67,0.25,0.19,0.31,0.78,0.74,0.83,"E06000023","Bristol, City of"
"E02003040","Bristol 029",0.68,0.61,0.74,0.21,0.14,0.27,0.81,0.76,0.85,"E06000023","Bristol, City of"
"E02003041","Bristol 030",0.85,0.81,0.88,0.08,0.01,0.13,0.93,0.91,0.95,"E06000023","Bristol, City of"
"E02003043","Bristol 032",0.82,0.77,0.86,0.1,0.04,0.16,0.9,0.87,0.93,"E06000023","Bristol, City of"
"E02003044","Bristol 033",0.63,0.56,0.69,0.23,0.16,0.28,0.8,0.76,0.84,"E06000023","Bristol, City of"
"E02003045","Bristol 034",0.84,0.8,0.88,0.09,0.02,0.14,0.92,0.89,0.94,"E06000023","Bristol, City of"
"E02003046","Bristol 035",0.67,0.6,0.73,0.2,0.14,0.26,0.82,0.77,0.87,"E06000023","Bristol, City of"
"E02003047","Bristol 036",0.79,0.73,0.83,0.11,0.05,0.17,0.89,0.86,0.92,"E06000023","Bristol, City of"
"E02003048","Bristol 037",0.77,0.72,0.82,0.14,0.08,0.19,0.87,0.83,0.9,"E06000023","Bristol, City of"
"E02003049","Bristol 038",0.64,0.58,0.69,0.23,0.18,0.29,0.79,0.74,0.83,"E06000023","Bristol, City of"
"E02003050","Bristol 039",0.71,0.64,0.76,0.17,0.11,0.23,0.85,0.8,0.88,"E06000023","Bristol, City of"
"E02003051","Bristol 040",0.71,0.69,0.73,0.16,0.11,0.2,0.85,0.83,0.86,"E06000023","Bristol, City of"
"E02003052","Bristol 041",0.7,0.68,0.72,0.16,0.11,0.21,0.85,0.84,0.87,"E06000023","Bristol, City of"
"E02003053","Bristol 042",0.7,0.67,0.72,0.19,0.14,0.23,0.84,0.83,0.86,"E06000023","Bristol, City of"
"E02003054","Bristol 043",0.67,0.65,0.7,0.2,0.15,0.24,0.83,0.81,0.84,"E06000023","Bristol, City of"
"E02003055","Bristol 044",0.55,0.52,0.58,0.32,0.27,0.35,0.71,0.68,0.73,"E06000023","Bristol, City of"
"E02003056","Bristol 045",0.51,0.48,0.55,0.33,0.29,0.37,0.68,0.65,0.7,"E06000023","Bristol, City of"
"E02003057","Bristol 046",0.58,0.55,0.61,0.26,0.22,0.3,0.76,0.74,0.78,"E06000023","Bristol, City of"
"E02003058","Bristol 047",0.56,0.53,0.59,0.31,0.26,0.34,0.73,0.71,0.75,"E06000023","Bristol, City of"
"E02003059","Bristol 048",0.51,0.49,0.54,0.31,0.27,0.35,0.71,0.69,0.73,"E06000023","Bristol, City of"
"E02003060","Bristol 049",0.58,0.56,0.61,0.29,0.24,0.32,0.77,0.75,0.78,"E06000023","Bristol, City of"
"E02003061","Bristol 050",0.51,0.48,0.54,0.34,0.3,0.37,0.68,0.66,0.7,"E06000023","Bristol, City of"
"E02003062","Bristol 051",0.49,0.46,0.51,0.38,0.34,0.41,0.64,0.62,0.67,"E06000023","Bristol, City of"
"E02003063","Bristol 052",0.57,0.54,0.59,0.28,0.24,0.32,0.75,0.73,0.76,"E06000023","Bristol, City of"
"E02003064","Bristol 053",0.48,0.45,0.51,0.4,0.36,0.44,0.62,0.59,0.64,"E06000023","Bristol, City of"
"E02006887","Bristol 054",0.71,0.68,0.74,0.18,0.12,0.22,0.82,0.8,0.84,"E06000023","Bristol, City of"
"E02006888","Bristol 055",0.61,0.58,0.65,0.25,0.2,0.29,0.75,0.72,0.78,"E06000023","Bristol, City of"
"E02006889","Bristol 056",0.54,0.5,0.58,0.33,0.28,0.37,0.67,0.63,0.71,"E06000023","Bristol, City of"
"E02006890","Bristol 057",0.68,0.64,0.71,0.21,0.16,0.25,0.8,0.77,0.83,"E06000023","Bristol, City of"
