"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02001467","Wirral 001",0.63,0.6,0.66,0.24,0.18,0.28,0.78,0.76,0.81,"E08000015","Wirral"
"E02001468","Wirral 002",0.63,0.59,0.66,0.24,0.19,0.29,0.78,0.75,0.8,"E08000015","Wirral"
"E02001469","Wirral 003",0.64,0.6,0.67,0.23,0.18,0.28,0.8,0.78,0.83,"E08000015","Wirral"
"E02001470","Wirral 004",0.65,0.6,0.69,0.22,0.17,0.27,0.8,0.77,0.83,"E08000015","Wirral"
"E02001471","Wirral 005",0.6,0.56,0.65,0.27,0.22,0.31,0.75,0.71,0.78,"E08000015","Wirral"
"E02001472","Wirral 006",0.6,0.56,0.64,0.26,0.21,0.31,0.75,0.72,0.79,"E08000015","Wirral"
"E02001473","Wirral 007",0.6,0.56,0.64,0.26,0.22,0.31,0.77,0.74,0.8,"E08000015","Wirral"
"E02001474","Wirral 008",0.56,0.52,0.6,0.3,0.26,0.35,0.72,0.69,0.75,"E08000015","Wirral"
"E02001475","Wirral 009",0.55,0.5,0.59,0.31,0.27,0.36,0.7,0.67,0.74,"E08000015","Wirral"
"E02001476","Wirral 010",0.58,0.53,0.63,0.29,0.24,0.34,0.72,0.68,0.76,"E08000015","Wirral"
"E02001477","Wirral 011",0.55,0.49,0.6,0.33,0.27,0.39,0.67,0.62,0.72,"E08000015","Wirral"
"E02001478","Wirral 012",0.54,0.5,0.59,0.3,0.25,0.35,0.73,0.69,0.76,"E08000015","Wirral"
"E02001479","Wirral 013",0.66,0.62,0.7,0.2,0.15,0.25,0.83,0.8,0.85,"E08000015","Wirral"
"E02001480","Wirral 014",0.67,0.64,0.7,0.2,0.14,0.24,0.85,0.83,0.87,"E08000015","Wirral"
"E02001481","Wirral 015",0.63,0.59,0.66,0.24,0.19,0.28,0.79,0.76,0.81,"E08000015","Wirral"
"E02001482","Wirral 016",0.58,0.54,0.62,0.3,0.25,0.34,0.71,0.68,0.75,"E08000015","Wirral"
"E02001483","Wirral 017",0.59,0.56,0.62,0.25,0.2,0.3,0.78,0.75,0.8,"E08000015","Wirral"
"E02001484","Wirral 018",0.6,0.56,0.65,0.27,0.21,0.31,0.77,0.74,0.8,"E08000015","Wirral"
"E02001485","Wirral 019",0.54,0.5,0.58,0.32,0.27,0.36,0.7,0.66,0.73,"E08000015","Wirral"
"E02001486","Wirral 020",0.68,0.65,0.72,0.2,0.15,0.25,0.83,0.81,0.85,"E08000015","Wirral"
"E02001487","Wirral 021",0.59,0.55,0.62,0.29,0.24,0.33,0.72,0.69,0.75,"E08000015","Wirral"
"E02001488","Wirral 022",0.65,0.61,0.68,0.22,0.17,0.27,0.79,0.76,0.82,"E08000015","Wirral"
"E02001489","Wirral 023",0.64,0.6,0.68,0.23,0.18,0.27,0.83,0.8,0.85,"E08000015","Wirral"
"E02001490","Wirral 024",0.6,0.55,0.64,0.25,0.2,0.3,0.76,0.73,0.79,"E08000015","Wirral"
"E02001491","Wirral 025",0.53,0.49,0.56,0.34,0.3,0.38,0.68,0.65,0.71,"E08000015","Wirral"
"E02001492","Wirral 026",0.67,0.65,0.69,0.19,0.14,0.24,0.86,0.85,0.87,"E08000015","Wirral"
"E02001493","Wirral 027",0.55,0.51,0.58,0.32,0.27,0.36,0.7,0.67,0.73,"E08000015","Wirral"
"E02001494","Wirral 028",0.66,0.62,0.69,0.19,0.14,0.24,0.86,0.84,0.88,"E08000015","Wirral"
"E02001495","Wirral 029",0.59,0.55,0.64,0.28,0.23,0.33,0.75,0.72,0.79,"E08000015","Wirral"
"E02001496","Wirral 030",0.63,0.58,0.66,0.23,0.18,0.28,0.8,0.77,0.83,"E08000015","Wirral"
"E02001497","Wirral 031",0.6,0.55,0.64,0.26,0.21,0.31,0.75,0.72,0.78,"E08000015","Wirral"
"E02001498","Wirral 032",0.66,0.62,0.69,0.23,0.18,0.28,0.8,0.78,0.83,"E08000015","Wirral"
"E02001499","Wirral 033",0.65,0.61,0.68,0.22,0.17,0.27,0.82,0.79,0.84,"E08000015","Wirral"
"E02001500","Wirral 034",0.65,0.6,0.7,0.21,0.16,0.26,0.8,0.77,0.84,"E08000015","Wirral"
"E02001501","Wirral 035",0.66,0.61,0.7,0.21,0.15,0.26,0.82,0.79,0.85,"E08000015","Wirral"
"E02001502","Wirral 036",0.64,0.6,0.67,0.22,0.17,0.27,0.81,0.78,0.83,"E08000015","Wirral"
"E02001503","Wirral 037",0.65,0.61,0.68,0.23,0.18,0.27,0.81,0.78,0.83,"E08000015","Wirral"
"E02001504","Wirral 038",0.68,0.63,0.72,0.18,0.12,0.23,0.85,0.82,0.88,"E08000015","Wirral"
"E02001505","Wirral 039",0.62,0.59,0.66,0.23,0.18,0.28,0.79,0.76,0.82,"E08000015","Wirral"
"E02001506","Wirral 040",0.69,0.66,0.73,0.17,0.11,0.22,0.87,0.84,0.89,"E08000015","Wirral"
"E02001507","Wirral 041",0.66,0.62,0.69,0.2,0.15,0.25,0.83,0.8,0.85,"E08000015","Wirral"
"E02001508","Wirral 042",0.6,0.56,0.64,0.25,0.2,0.29,0.78,0.75,0.81,"E08000015","Wirral"
