"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002615","Blackburn with Darwen 001",0.56,0.54,0.59,0.32,0.28,0.36,0.72,0.7,0.73,"E06000008","Blackburn with Darwen"
"E02002616","Blackburn with Darwen 002",0.58,0.55,0.6,0.26,0.22,0.3,0.75,0.73,0.77,"E06000008","Blackburn with Darwen"
"E02002617","Blackburn with Darwen 003",0.49,0.45,0.52,0.36,0.32,0.39,0.64,0.61,0.67,"E06000008","Blackburn with Darwen"
"E02002618","Blackburn with Darwen 004",0.5,0.47,0.53,0.34,0.3,0.38,0.66,0.63,0.68,"E06000008","Blackburn with Darwen"
"E02002619","Blackburn with Darwen 005",0.52,0.49,0.54,0.32,0.28,0.36,0.67,0.65,0.69,"E06000008","Blackburn with Darwen"
"E02002620","Blackburn with Darwen 006",0.5,0.44,0.56,0.36,0.3,0.41,0.65,0.6,0.7,"E06000008","Blackburn with Darwen"
"E02002621","Blackburn with Darwen 007",0.49,0.44,0.54,0.36,0.31,0.41,0.63,0.58,0.67,"E06000008","Blackburn with Darwen"
"E02002622","Blackburn with Darwen 008",0.49,0.44,0.54,0.37,0.31,0.41,0.65,0.6,0.69,"E06000008","Blackburn with Darwen"
"E02002623","Blackburn with Darwen 009",0.58,0.53,0.63,0.31,0.25,0.36,0.71,0.66,0.75,"E06000008","Blackburn with Darwen"
"E02002624","Blackburn with Darwen 010",0.64,0.58,0.69,0.23,0.17,0.29,0.8,0.76,0.83,"E06000008","Blackburn with Darwen"
"E02002625","Blackburn with Darwen 011",0.58,0.52,0.63,0.29,0.23,0.34,0.72,0.67,0.76,"E06000008","Blackburn with Darwen"
"E02002626","Blackburn with Darwen 012",0.58,0.54,0.62,0.3,0.25,0.35,0.73,0.7,0.76,"E06000008","Blackburn with Darwen"
"E02002627","Blackburn with Darwen 013",0.65,0.6,0.69,0.2,0.15,0.26,0.81,0.77,0.84,"E06000008","Blackburn with Darwen"
"E02002628","Blackburn with Darwen 014",0.61,0.56,0.65,0.26,0.21,0.31,0.77,0.73,0.8,"E06000008","Blackburn with Darwen"
"E02002629","Blackburn with Darwen 015",0.6,0.55,0.64,0.27,0.22,0.32,0.76,0.72,0.8,"E06000008","Blackburn with Darwen"
"E02002630","Blackburn with Darwen 016",0.63,0.59,0.67,0.23,0.18,0.28,0.8,0.76,0.83,"E06000008","Blackburn with Darwen"
"E02002631","Blackburn with Darwen 017",0.66,0.62,0.69,0.21,0.15,0.25,0.82,0.79,0.85,"E06000008","Blackburn with Darwen"
"E02002632","Blackburn with Darwen 018",0.71,0.63,0.78,0.17,0.1,0.24,0.86,0.8,0.9,"E06000008","Blackburn with Darwen"
