"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000554","Islington 001",0.69,0.64,0.73,0.18,0.13,0.23,0.83,0.8,0.86,"E09000019","Islington"
"E02000555","Islington 002",0.7,0.66,0.75,0.15,0.09,0.2,0.86,0.83,0.89,"E09000019","Islington"
"E02000556","Islington 003",0.72,0.67,0.77,0.16,0.1,0.21,0.85,0.82,0.89,"E09000019","Islington"
"E02000557","Islington 004",0.7,0.65,0.75,0.17,0.11,0.22,0.86,0.82,0.89,"E09000019","Islington"
"E02000558","Islington 005",0.62,0.56,0.67,0.25,0.19,0.3,0.77,0.72,0.81,"E09000019","Islington"
"E02000559","Islington 006",0.76,0.72,0.8,0.14,0.08,0.19,0.88,0.85,0.9,"E09000019","Islington"
"E02000560","Islington 007",0.74,0.7,0.78,0.16,0.1,0.21,0.85,0.82,0.87,"E09000019","Islington"
"E02000561","Islington 008",0.79,0.75,0.82,0.11,0.05,0.17,0.9,0.88,0.92,"E09000019","Islington"
"E02000562","Islington 009",0.72,0.67,0.77,0.16,0.11,0.22,0.85,0.82,0.88,"E09000019","Islington"
"E02000563","Islington 010",0.66,0.61,0.7,0.23,0.17,0.28,0.78,0.75,0.81,"E09000019","Islington"
"E02000564","Islington 011",0.72,0.68,0.76,0.18,0.12,0.24,0.84,0.81,0.86,"E09000019","Islington"
"E02000565","Islington 012",0.7,0.66,0.74,0.19,0.14,0.25,0.82,0.78,0.84,"E09000019","Islington"
"E02000566","Islington 013",0.77,0.72,0.81,0.15,0.09,0.2,0.87,0.85,0.89,"E09000019","Islington"
"E02000567","Islington 014",0.75,0.72,0.78,0.14,0.08,0.19,0.87,0.85,0.89,"E09000019","Islington"
"E02000568","Islington 015",0.65,0.61,0.68,0.25,0.19,0.29,0.76,0.73,0.79,"E09000019","Islington"
"E02000569","Islington 016",0.69,0.66,0.72,0.2,0.15,0.25,0.84,0.81,0.86,"E09000019","Islington"
"E02000570","Islington 017",0.78,0.75,0.8,0.12,0.06,0.17,0.9,0.88,0.91,"E09000019","Islington"
"E02000571","Islington 018",0.7,0.66,0.73,0.19,0.14,0.24,0.84,0.81,0.86,"E09000019","Islington"
"E02000572","Islington 019",0.62,0.58,0.65,0.26,0.21,0.31,0.77,0.75,0.8,"E09000019","Islington"
"E02000573","Islington 020",0.75,0.72,0.79,0.15,0.09,0.2,0.89,0.86,0.91,"E09000019","Islington"
"E02000574","Islington 021",0.74,0.71,0.76,0.16,0.11,0.21,0.87,0.84,0.88,"E09000019","Islington"
"E02000575","Islington 022",0.72,0.69,0.76,0.16,0.11,0.21,0.86,0.84,0.88,"E09000019","Islington"
"E02000576","Islington 023",0.67,0.64,0.7,0.2,0.15,0.25,0.82,0.8,0.85,"E09000019","Islington"
