"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004269","West Dorset 001",0.66,0.64,0.68,0.23,0.19,0.27,0.82,0.8,0.83,"E07000052","West Dorset"
"E02004270","West Dorset 002",0.67,0.62,0.72,0.19,0.14,0.25,0.84,0.81,0.87,"E07000052","West Dorset"
"E02004271","West Dorset 003",0.65,0.6,0.7,0.21,0.15,0.26,0.83,0.79,0.86,"E07000052","West Dorset"
"E02004272","West Dorset 004",0.68,0.65,0.72,0.19,0.14,0.24,0.85,0.83,0.87,"E07000052","West Dorset"
"E02004273","West Dorset 005",0.68,0.65,0.71,0.18,0.13,0.23,0.86,0.84,0.88,"E07000052","West Dorset"
"E02004274","West Dorset 006",0.65,0.62,0.67,0.24,0.19,0.28,0.8,0.79,0.82,"E07000052","West Dorset"
"E02004275","West Dorset 007",0.69,0.66,0.72,0.19,0.14,0.23,0.85,0.84,0.87,"E07000052","West Dorset"
"E02004276","West Dorset 008",0.66,0.64,0.68,0.23,0.18,0.27,0.82,0.81,0.84,"E07000052","West Dorset"
"E02004277","West Dorset 009",0.66,0.64,0.68,0.24,0.19,0.28,0.82,0.81,0.84,"E07000052","West Dorset"
"E02004278","West Dorset 010",0.66,0.63,0.68,0.22,0.17,0.26,0.84,0.82,0.85,"E07000052","West Dorset"
"E02004279","West Dorset 011",0.67,0.64,0.7,0.2,0.15,0.25,0.85,0.83,0.86,"E07000052","West Dorset"
"E02004280","West Dorset 012",0.66,0.63,0.69,0.2,0.14,0.24,0.84,0.81,0.86,"E07000052","West Dorset"
