"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02003352","Bracknell Forest 001",0.6,0.56,0.64,0.23,0.17,0.27,0.82,0.8,0.85,"E06000036","Bracknell Forest"
"E02003353","Bracknell Forest 002",0.7,0.66,0.73,0.16,0.1,0.21,0.86,0.84,0.88,"E06000036","Bracknell Forest"
"E02003354","Bracknell Forest 003",0.69,0.65,0.71,0.17,0.11,0.21,0.86,0.84,0.87,"E06000036","Bracknell Forest"
"E02003355","Bracknell Forest 004",0.62,0.6,0.65,0.22,0.17,0.26,0.8,0.78,0.82,"E06000036","Bracknell Forest"
"E02003356","Bracknell Forest 005",0.68,0.64,0.72,0.18,0.12,0.22,0.85,0.83,0.87,"E06000036","Bracknell Forest"
"E02003357","Bracknell Forest 006",0.64,0.61,0.66,0.23,0.18,0.27,0.8,0.78,0.82,"E06000036","Bracknell Forest"
"E02003358","Bracknell Forest 007",0.64,0.61,0.68,0.23,0.18,0.27,0.8,0.77,0.82,"E06000036","Bracknell Forest"
"E02003359","Bracknell Forest 008",0.68,0.65,0.71,0.18,0.13,0.23,0.83,0.81,0.85,"E06000036","Bracknell Forest"
"E02003360","Bracknell Forest 009",0.64,0.6,0.67,0.21,0.16,0.26,0.81,0.79,0.83,"E06000036","Bracknell Forest"
"E02003361","Bracknell Forest 010",0.64,0.61,0.67,0.21,0.16,0.26,0.81,0.79,0.83,"E06000036","Bracknell Forest"
"E02003362","Bracknell Forest 011",0.63,0.61,0.66,0.21,0.17,0.26,0.81,0.79,0.83,"E06000036","Bracknell Forest"
"E02003363","Bracknell Forest 012",0.67,0.64,0.7,0.19,0.14,0.23,0.85,0.84,0.87,"E06000036","Bracknell Forest"
"E02003364","Bracknell Forest 013",0.67,0.63,0.7,0.19,0.14,0.24,0.82,0.79,0.84,"E06000036","Bracknell Forest"
"E02003365","Bracknell Forest 014",0.66,0.63,0.69,0.2,0.15,0.25,0.83,0.81,0.85,"E06000036","Bracknell Forest"
"E02003366","Bracknell Forest 015",0.67,0.62,0.71,0.2,0.14,0.25,0.81,0.78,0.84,"E06000036","Bracknell Forest"
