"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004909","North Hertfordshire 001",0.61,0.58,0.63,0.23,0.19,0.28,0.81,0.79,0.82,"E07000099","North Hertfordshire"
"E02004910","North Hertfordshire 002",0.63,0.6,0.66,0.2,0.15,0.25,0.84,0.82,0.86,"E07000099","North Hertfordshire"
"E02004911","North Hertfordshire 003",0.57,0.54,0.6,0.26,0.21,0.3,0.79,0.77,0.81,"E07000099","North Hertfordshire"
"E02004912","North Hertfordshire 004",0.65,0.62,0.68,0.21,0.16,0.25,0.83,0.81,0.84,"E07000099","North Hertfordshire"
"E02004913","North Hertfordshire 005",0.68,0.63,0.73,0.18,0.12,0.23,0.84,0.81,0.87,"E07000099","North Hertfordshire"
"E02004914","North Hertfordshire 006",0.63,0.6,0.65,0.23,0.18,0.27,0.8,0.78,0.82,"E07000099","North Hertfordshire"
"E02004915","North Hertfordshire 007",0.61,0.57,0.64,0.24,0.19,0.28,0.79,0.77,0.82,"E07000099","North Hertfordshire"
"E02004916","North Hertfordshire 008",0.68,0.65,0.71,0.18,0.13,0.23,0.86,0.84,0.87,"E07000099","North Hertfordshire"
"E02004917","North Hertfordshire 009",0.6,0.57,0.63,0.23,0.19,0.27,0.8,0.78,0.82,"E07000099","North Hertfordshire"
"E02004918","North Hertfordshire 010",0.7,0.67,0.72,0.18,0.12,0.22,0.85,0.83,0.86,"E07000099","North Hertfordshire"
"E02004919","North Hertfordshire 011",0.66,0.63,0.69,0.2,0.15,0.25,0.83,0.81,0.85,"E07000099","North Hertfordshire"
"E02004920","North Hertfordshire 012",0.64,0.62,0.66,0.23,0.18,0.27,0.82,0.8,0.83,"E07000099","North Hertfordshire"
"E02004921","North Hertfordshire 013",0.69,0.67,0.72,0.18,0.12,0.22,0.86,0.84,0.88,"E07000099","North Hertfordshire"
"E02004922","North Hertfordshire 014",0.67,0.62,0.71,0.19,0.13,0.24,0.84,0.81,0.87,"E07000099","North Hertfordshire"
"E02004923","North Hertfordshire 015",0.66,0.62,0.69,0.2,0.14,0.24,0.83,0.81,0.85,"E07000099","North Hertfordshire"
