"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005442","Lincoln 001",0.55,0.49,0.6,0.3,0.25,0.36,0.74,0.69,0.78,"E07000138","Lincoln"
"E02005443","Lincoln 002",0.6,0.54,0.64,0.25,0.19,0.3,0.8,0.75,0.83,"E07000138","Lincoln"
"E02005444","Lincoln 003",0.71,0.66,0.76,0.17,0.11,0.23,0.86,0.82,0.89,"E07000138","Lincoln"
"E02005445","Lincoln 004",0.62,0.57,0.67,0.25,0.19,0.3,0.78,0.73,0.81,"E07000138","Lincoln"
"E02005446","Lincoln 005",0.76,0.72,0.79,0.14,0.09,0.2,0.87,0.84,0.89,"E07000138","Lincoln"
"E02005447","Lincoln 006",0.65,0.6,0.69,0.25,0.19,0.29,0.78,0.75,0.81,"E07000138","Lincoln"
"E02005448","Lincoln 007",0.58,0.54,0.61,0.29,0.24,0.33,0.72,0.7,0.75,"E07000138","Lincoln"
"E02005449","Lincoln 008",0.67,0.62,0.71,0.2,0.14,0.25,0.82,0.79,0.85,"E07000138","Lincoln"
"E02005450","Lincoln 009",0.6,0.55,0.64,0.26,0.21,0.31,0.77,0.73,0.81,"E07000138","Lincoln"
"E02005451","Lincoln 010",0.54,0.49,0.58,0.31,0.26,0.35,0.72,0.68,0.76,"E07000138","Lincoln"
"E02005452","Lincoln 011",0.6,0.55,0.65,0.26,0.21,0.32,0.77,0.73,0.81,"E07000138","Lincoln"
