"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000923","Wandsworth 001",0.76,0.72,0.79,0.14,0.08,0.19,0.89,0.86,0.91,"E09000032","Wandsworth"
"E02000924","Wandsworth 002",0.69,0.64,0.74,0.2,0.14,0.26,0.83,0.79,0.86,"E09000032","Wandsworth"
"E02000925","Wandsworth 003",0.68,0.63,0.72,0.2,0.15,0.25,0.83,0.79,0.86,"E09000032","Wandsworth"
"E02000926","Wandsworth 004",0.74,0.69,0.78,0.16,0.1,0.21,0.87,0.84,0.9,"E09000032","Wandsworth"
"E02000927","Wandsworth 005",0.73,0.69,0.77,0.16,0.1,0.21,0.86,0.83,0.89,"E09000032","Wandsworth"
"E02000928","Wandsworth 006",0.77,0.74,0.8,0.13,0.07,0.18,0.9,0.88,0.92,"E09000032","Wandsworth"
"E02000929","Wandsworth 007",0.62,0.57,0.65,0.26,0.21,0.31,0.78,0.75,0.81,"E09000032","Wandsworth"
"E02000930","Wandsworth 008",0.79,0.75,0.82,0.12,0.06,0.17,0.9,0.87,0.92,"E09000032","Wandsworth"
"E02000931","Wandsworth 009",0.79,0.76,0.82,0.11,0.05,0.16,0.91,0.89,0.93,"E09000032","Wandsworth"
"E02000932","Wandsworth 010",0.79,0.75,0.82,0.11,0.05,0.17,0.91,0.89,0.92,"E09000032","Wandsworth"
"E02000933","Wandsworth 011",0.73,0.69,0.76,0.15,0.09,0.2,0.88,0.86,0.9,"E09000032","Wandsworth"
"E02000934","Wandsworth 012",0.78,0.74,0.81,0.12,0.06,0.17,0.89,0.87,0.91,"E09000032","Wandsworth"
"E02000935","Wandsworth 013",0.64,0.59,0.68,0.23,0.18,0.28,0.79,0.76,0.82,"E09000032","Wandsworth"
"E02000936","Wandsworth 014",0.73,0.69,0.76,0.17,0.11,0.22,0.87,0.84,0.89,"E09000032","Wandsworth"
"E02000937","Wandsworth 015",0.78,0.74,0.82,0.11,0.05,0.17,0.91,0.89,0.93,"E09000032","Wandsworth"
"E02000938","Wandsworth 016",0.64,0.6,0.68,0.22,0.17,0.27,0.81,0.79,0.84,"E09000032","Wandsworth"
"E02000939","Wandsworth 017",0.74,0.71,0.77,0.14,0.08,0.19,0.89,0.88,0.91,"E09000032","Wandsworth"
"E02000940","Wandsworth 018",0.7,0.65,0.73,0.18,0.12,0.23,0.83,0.81,0.86,"E09000032","Wandsworth"
"E02000941","Wandsworth 019",0.76,0.72,0.79,0.13,0.07,0.18,0.89,0.86,0.91,"E09000032","Wandsworth"
"E02000942","Wandsworth 020",0.73,0.69,0.76,0.15,0.09,0.2,0.88,0.85,0.9,"E09000032","Wandsworth"
"E02000943","Wandsworth 021",0.77,0.73,0.8,0.14,0.08,0.19,0.89,0.87,0.91,"E09000032","Wandsworth"
"E02000944","Wandsworth 022",0.65,0.61,0.69,0.22,0.17,0.27,0.8,0.77,0.82,"E09000032","Wandsworth"
"E02000945","Wandsworth 023",0.63,0.58,0.67,0.25,0.19,0.3,0.78,0.74,0.81,"E09000032","Wandsworth"
"E02000946","Wandsworth 024",0.72,0.68,0.76,0.16,0.11,0.21,0.85,0.82,0.87,"E09000032","Wandsworth"
"E02000947","Wandsworth 025",0.77,0.73,0.8,0.13,0.07,0.18,0.89,0.86,0.9,"E09000032","Wandsworth"
"E02000948","Wandsworth 026",0.76,0.71,0.8,0.14,0.08,0.2,0.88,0.85,0.9,"E09000032","Wandsworth"
"E02000949","Wandsworth 027",0.76,0.72,0.8,0.13,0.07,0.18,0.89,0.87,0.91,"E09000032","Wandsworth"
"E02000950","Wandsworth 028",0.7,0.66,0.74,0.18,0.12,0.22,0.84,0.82,0.87,"E09000032","Wandsworth"
"E02000951","Wandsworth 029",0.75,0.72,0.78,0.15,0.09,0.2,0.88,0.86,0.89,"E09000032","Wandsworth"
"E02000952","Wandsworth 030",0.75,0.72,0.78,0.14,0.08,0.19,0.88,0.86,0.9,"E09000032","Wandsworth"
"E02000953","Wandsworth 031",0.74,0.71,0.77,0.15,0.09,0.2,0.87,0.85,0.89,"E09000032","Wandsworth"
"E02000954","Wandsworth 032",0.69,0.65,0.73,0.18,0.13,0.23,0.85,0.82,0.87,"E09000032","Wandsworth"
"E02000955","Wandsworth 033",0.65,0.61,0.69,0.22,0.17,0.27,0.81,0.78,0.83,"E09000032","Wandsworth"
"E02000956","Wandsworth 034",0.69,0.65,0.72,0.2,0.15,0.25,0.81,0.78,0.83,"E09000032","Wandsworth"
"E02000957","Wandsworth 035",0.69,0.64,0.73,0.19,0.13,0.24,0.84,0.8,0.86,"E09000032","Wandsworth"
"E02000958","Wandsworth 036",0.68,0.64,0.73,0.19,0.13,0.24,0.84,0.81,0.87,"E09000032","Wandsworth"
"E02000959","Wandsworth 037",0.67,0.62,0.71,0.21,0.15,0.26,0.81,0.78,0.84,"E09000032","Wandsworth"
