"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000526","Hounslow 001",0.78,0.75,0.81,0.13,0.07,0.18,0.9,0.88,0.91,"E09000018","Hounslow"
"E02000528","Hounslow 003",0.63,0.6,0.67,0.23,0.17,0.27,0.8,0.77,0.82,"E09000018","Hounslow"
"E02000529","Hounslow 004",0.53,0.49,0.58,0.32,0.27,0.36,0.69,0.66,0.73,"E09000018","Hounslow"
"E02000530","Hounslow 005",0.46,0.42,0.51,0.39,0.35,0.44,0.63,0.59,0.67,"E09000018","Hounslow"
"E02000531","Hounslow 006",0.67,0.64,0.71,0.2,0.15,0.25,0.82,0.8,0.84,"E09000018","Hounslow"
"E02000532","Hounslow 007",0.73,0.7,0.75,0.16,0.11,0.21,0.86,0.84,0.87,"E09000018","Hounslow"
"E02000533","Hounslow 008",0.74,0.71,0.76,0.15,0.1,0.2,0.88,0.86,0.89,"E09000018","Hounslow"
"E02000534","Hounslow 009",0.67,0.63,0.71,0.2,0.15,0.25,0.82,0.79,0.84,"E09000018","Hounslow"
"E02000535","Hounslow 010",0.53,0.49,0.58,0.32,0.27,0.36,0.7,0.67,0.73,"E09000018","Hounslow"
"E02000536","Hounslow 011",0.56,0.52,0.6,0.31,0.26,0.35,0.71,0.67,0.74,"E09000018","Hounslow"
"E02000537","Hounslow 012",0.62,0.58,0.65,0.26,0.21,0.3,0.75,0.72,0.78,"E09000018","Hounslow"
"E02000538","Hounslow 013",0.51,0.47,0.56,0.32,0.26,0.36,0.71,0.67,0.74,"E09000018","Hounslow"
"E02000539","Hounslow 014",0.65,0.61,0.68,0.22,0.17,0.27,0.79,0.77,0.82,"E09000018","Hounslow"
"E02000540","Hounslow 015",0.62,0.58,0.66,0.24,0.18,0.28,0.77,0.75,0.8,"E09000018","Hounslow"
"E02000541","Hounslow 016",0.54,0.5,0.58,0.32,0.27,0.36,0.7,0.67,0.73,"E09000018","Hounslow"
"E02000542","Hounslow 017",0.58,0.54,0.63,0.29,0.24,0.34,0.74,0.7,0.77,"E09000018","Hounslow"
"E02000543","Hounslow 018",0.62,0.56,0.66,0.24,0.18,0.29,0.77,0.73,0.8,"E09000018","Hounslow"
"E02000544","Hounslow 019",0.6,0.56,0.64,0.25,0.19,0.3,0.76,0.73,0.79,"E09000018","Hounslow"
"E02000545","Hounslow 020",0.62,0.58,0.66,0.25,0.2,0.3,0.78,0.75,0.81,"E09000018","Hounslow"
"E02000546","Hounslow 021",0.57,0.52,0.61,0.28,0.23,0.33,0.72,0.68,0.76,"E09000018","Hounslow"
"E02000547","Hounslow 022",0.52,0.47,0.57,0.33,0.28,0.38,0.69,0.65,0.73,"E09000018","Hounslow"
"E02000548","Hounslow 023",0.53,0.48,0.58,0.32,0.27,0.37,0.7,0.66,0.74,"E09000018","Hounslow"
"E02000549","Hounslow 024",0.53,0.48,0.58,0.3,0.24,0.35,0.73,0.69,0.77,"E09000018","Hounslow"
"E02000550","Hounslow 025",0.57,0.53,0.61,0.28,0.23,0.33,0.73,0.69,0.75,"E09000018","Hounslow"
"E02000551","Hounslow 026",0.53,0.48,0.58,0.32,0.27,0.37,0.7,0.66,0.74,"E09000018","Hounslow"
"E02000552","Hounslow 027",0.57,0.52,0.62,0.27,0.21,0.32,0.75,0.71,0.79,"E09000018","Hounslow"
"E02000553","Hounslow 028",0.56,0.51,0.61,0.29,0.23,0.34,0.74,0.69,0.78,"E09000018","Hounslow"
"E02006792","Hounslow 029",0.74,0.71,0.77,0.16,0.1,0.21,0.88,0.86,0.9,"E09000018","Hounslow"
