"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02001429","Sefton 001",0.57,0.54,0.6,0.32,0.27,0.35,0.75,0.73,0.77,"E08000014","Sefton"
"E02001430","Sefton 002",0.62,0.59,0.65,0.25,0.2,0.29,0.8,0.78,0.81,"E08000014","Sefton"
"E02001431","Sefton 003",0.6,0.57,0.63,0.28,0.23,0.32,0.79,0.77,0.81,"E08000014","Sefton"
"E02001432","Sefton 004",0.62,0.59,0.65,0.29,0.24,0.33,0.77,0.74,0.79,"E08000014","Sefton"
"E02001433","Sefton 005",0.61,0.58,0.64,0.27,0.22,0.31,0.76,0.73,0.78,"E08000014","Sefton"
"E02001434","Sefton 006",0.64,0.61,0.67,0.24,0.19,0.29,0.78,0.76,0.81,"E08000014","Sefton"
"E02001435","Sefton 007",0.65,0.62,0.68,0.24,0.19,0.28,0.79,0.77,0.81,"E08000014","Sefton"
"E02001436","Sefton 008",0.63,0.6,0.66,0.24,0.19,0.28,0.79,0.76,0.81,"E08000014","Sefton"
"E02001437","Sefton 009",0.66,0.62,0.69,0.24,0.18,0.28,0.84,0.81,0.86,"E08000014","Sefton"
"E02001438","Sefton 010",0.63,0.6,0.66,0.23,0.18,0.28,0.8,0.78,0.82,"E08000014","Sefton"
"E02001439","Sefton 011",0.6,0.56,0.63,0.26,0.21,0.3,0.77,0.74,0.79,"E08000014","Sefton"
"E02001440","Sefton 012",0.63,0.6,0.66,0.21,0.16,0.26,0.83,0.82,0.85,"E08000014","Sefton"
"E02001441","Sefton 013",0.65,0.62,0.68,0.2,0.15,0.25,0.83,0.81,0.85,"E08000014","Sefton"
"E02001442","Sefton 014",0.62,0.59,0.65,0.23,0.18,0.27,0.8,0.78,0.82,"E08000014","Sefton"
"E02001443","Sefton 015",0.66,0.63,0.68,0.2,0.15,0.25,0.83,0.81,0.84,"E08000014","Sefton"
"E02001444","Sefton 016",0.61,0.58,0.64,0.24,0.19,0.28,0.79,0.77,0.81,"E08000014","Sefton"
"E02001445","Sefton 017",0.62,0.59,0.65,0.23,0.18,0.28,0.8,0.78,0.82,"E08000014","Sefton"
"E02001446","Sefton 018",0.62,0.59,0.65,0.27,0.22,0.31,0.78,0.75,0.8,"E08000014","Sefton"
"E02001447","Sefton 019",0.62,0.59,0.65,0.27,0.22,0.31,0.78,0.76,0.8,"E08000014","Sefton"
"E02001448","Sefton 020",0.6,0.56,0.64,0.26,0.21,0.31,0.78,0.76,0.81,"E08000014","Sefton"
"E02001449","Sefton 021",0.62,0.57,0.66,0.25,0.2,0.3,0.79,0.76,0.82,"E08000014","Sefton"
"E02001450","Sefton 022",0.68,0.66,0.71,0.19,0.14,0.24,0.85,0.84,0.87,"E08000014","Sefton"
"E02001451","Sefton 023",0.51,0.47,0.55,0.36,0.32,0.4,0.69,0.65,0.72,"E08000014","Sefton"
"E02001452","Sefton 024",0.53,0.48,0.57,0.35,0.31,0.4,0.69,0.66,0.73,"E08000014","Sefton"
"E02001453","Sefton 025",0.66,0.63,0.69,0.22,0.17,0.26,0.82,0.8,0.84,"E08000014","Sefton"
"E02001454","Sefton 026",0.59,0.55,0.63,0.27,0.22,0.32,0.75,0.71,0.78,"E08000014","Sefton"
"E02001455","Sefton 027",0.58,0.54,0.62,0.29,0.24,0.34,0.74,0.71,0.77,"E08000014","Sefton"
"E02001456","Sefton 028",0.65,0.62,0.68,0.24,0.19,0.28,0.81,0.79,0.83,"E08000014","Sefton"
"E02001457","Sefton 029",0.54,0.5,0.58,0.35,0.3,0.39,0.69,0.66,0.72,"E08000014","Sefton"
"E02001458","Sefton 030",0.66,0.63,0.68,0.22,0.17,0.26,0.8,0.78,0.82,"E08000014","Sefton"
"E02001459","Sefton 031",0.57,0.54,0.6,0.32,0.27,0.35,0.73,0.7,0.75,"E08000014","Sefton"
"E02001460","Sefton 032",0.6,0.56,0.63,0.29,0.24,0.33,0.76,0.73,0.79,"E08000014","Sefton"
"E02001461","Sefton 033",0.58,0.54,0.61,0.3,0.26,0.35,0.74,0.71,0.77,"E08000014","Sefton"
"E02001462","Sefton 034",0.55,0.51,0.58,0.33,0.29,0.37,0.7,0.67,0.73,"E08000014","Sefton"
"E02001463","Sefton 035",0.54,0.5,0.58,0.35,0.3,0.39,0.69,0.65,0.72,"E08000014","Sefton"
"E02001464","Sefton 036",0.54,0.5,0.58,0.34,0.3,0.38,0.69,0.65,0.72,"E08000014","Sefton"
"E02001465","Sefton 037",0.52,0.48,0.56,0.34,0.3,0.38,0.68,0.65,0.71,"E08000014","Sefton"
"E02001466","Sefton 038",0.57,0.53,0.61,0.31,0.27,0.36,0.72,0.69,0.75,"E08000014","Sefton"
