"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004764","Havant 003",0.58,0.54,0.62,0.27,0.23,0.32,0.79,0.76,0.81,"E07000090","Havant"
"E02004765","Havant 004",0.66,0.62,0.7,0.2,0.14,0.25,0.83,0.81,0.86,"E07000090","Havant"
"E02004766","Havant 005",0.57,0.53,0.61,0.29,0.24,0.34,0.75,0.72,0.77,"E07000090","Havant"
"E02004767","Havant 006",0.56,0.51,0.61,0.31,0.26,0.36,0.72,0.67,0.75,"E07000090","Havant"
"E02004768","Havant 007",0.63,0.59,0.66,0.24,0.19,0.29,0.79,0.76,0.82,"E07000090","Havant"
"E02004769","Havant 008",0.58,0.54,0.62,0.29,0.25,0.34,0.73,0.7,0.76,"E07000090","Havant"
"E02004770","Havant 009",0.57,0.53,0.6,0.3,0.26,0.34,0.73,0.7,0.75,"E07000090","Havant"
"E02004771","Havant 010",0.57,0.53,0.6,0.31,0.26,0.35,0.74,0.71,0.77,"E07000090","Havant"
"E02004772","Havant 011",0.62,0.58,0.65,0.24,0.19,0.29,0.8,0.77,0.82,"E07000090","Havant"
"E02004774","Havant 013",0.67,0.64,0.7,0.19,0.14,0.24,0.86,0.84,0.87,"E07000090","Havant"
"E02004775","Havant 014",0.67,0.64,0.71,0.21,0.16,0.25,0.84,0.82,0.86,"E07000090","Havant"
"E02004776","Havant 015",0.65,0.63,0.67,0.2,0.15,0.24,0.84,0.83,0.86,"E07000090","Havant"
"E02004777","Havant 016",0.61,0.59,0.64,0.23,0.19,0.27,0.81,0.8,0.83,"E07000090","Havant"
"E02004778","Havant 017",0.58,0.55,0.6,0.24,0.2,0.28,0.8,0.78,0.81,"E07000090","Havant"
"E02006822","Havant 018",0.64,0.61,0.67,0.23,0.18,0.28,0.81,0.79,0.83,"E07000090","Havant"
"E02006830","Havant 019",0.56,0.53,0.59,0.29,0.24,0.33,0.73,0.71,0.75,"E07000090","Havant"
"E02006831","Havant 020",0.61,0.58,0.64,0.23,0.19,0.28,0.81,0.79,0.83,"E07000090","Havant"
