"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000277","Enfield 001",0.56,0.52,0.6,0.3,0.25,0.34,0.74,0.7,0.77,"E09000010","Enfield"
"E02000278","Enfield 002",0.53,0.48,0.58,0.33,0.27,0.38,0.71,0.66,0.76,"E09000010","Enfield"
"E02000279","Enfield 003",0.57,0.51,0.63,0.27,0.21,0.33,0.74,0.69,0.78,"E09000010","Enfield"
"E02000280","Enfield 004",0.65,0.58,0.71,0.22,0.15,0.28,0.81,0.75,0.86,"E09000010","Enfield"
"E02000281","Enfield 005",0.61,0.56,0.66,0.24,0.18,0.29,0.77,0.73,0.81,"E09000010","Enfield"
"E02000282","Enfield 006",0.53,0.47,0.59,0.31,0.25,0.37,0.71,0.66,0.76,"E09000010","Enfield"
"E02000283","Enfield 007",0.53,0.48,0.57,0.3,0.25,0.35,0.73,0.69,0.76,"E09000010","Enfield"
"E02000284","Enfield 008",0.69,0.65,0.73,0.19,0.14,0.24,0.84,0.81,0.86,"E09000010","Enfield"
"E02000285","Enfield 009",0.65,0.6,0.69,0.21,0.15,0.26,0.82,0.79,0.85,"E09000010","Enfield"
"E02000286","Enfield 010",0.68,0.63,0.72,0.2,0.15,0.26,0.84,0.81,0.87,"E09000010","Enfield"
"E02000287","Enfield 011",0.64,0.58,0.69,0.19,0.13,0.25,0.84,0.79,0.87,"E09000010","Enfield"
"E02000288","Enfield 012",0.55,0.48,0.61,0.3,0.24,0.36,0.72,0.66,0.77,"E09000010","Enfield"
"E02000289","Enfield 013",0.65,0.59,0.71,0.21,0.15,0.27,0.82,0.78,0.86,"E09000010","Enfield"
"E02000290","Enfield 014",0.52,0.45,0.59,0.34,0.27,0.4,0.67,0.6,0.74,"E09000010","Enfield"
"E02000291","Enfield 015",0.62,0.56,0.68,0.24,0.18,0.3,0.79,0.74,0.83,"E09000010","Enfield"
"E02000292","Enfield 016",0.6,0.52,0.67,0.25,0.18,0.32,0.78,0.72,0.83,"E09000010","Enfield"
"E02000293","Enfield 017",0.67,0.61,0.73,0.19,0.13,0.25,0.85,0.81,0.88,"E09000010","Enfield"
"E02000294","Enfield 018",0.52,0.46,0.59,0.32,0.26,0.38,0.71,0.65,0.76,"E09000010","Enfield"
"E02000295","Enfield 019",0.64,0.59,0.69,0.21,0.15,0.26,0.81,0.77,0.84,"E09000010","Enfield"
"E02000296","Enfield 020",0.64,0.58,0.69,0.22,0.16,0.28,0.8,0.75,0.83,"E09000010","Enfield"
"E02000297","Enfield 021",0.62,0.55,0.68,0.22,0.16,0.28,0.8,0.75,0.84,"E09000010","Enfield"
"E02000298","Enfield 022",0.68,0.63,0.73,0.18,0.12,0.23,0.85,0.81,0.88,"E09000010","Enfield"
"E02000299","Enfield 023",0.53,0.47,0.59,0.33,0.27,0.39,0.69,0.63,0.74,"E09000010","Enfield"
"E02000300","Enfield 024",0.54,0.48,0.6,0.29,0.23,0.35,0.71,0.66,0.76,"E09000010","Enfield"
"E02000301","Enfield 025",0.5,0.44,0.56,0.38,0.31,0.44,0.66,0.61,0.72,"E09000010","Enfield"
"E02000302","Enfield 026",0.57,0.51,0.63,0.26,0.2,0.32,0.76,0.71,0.8,"E09000010","Enfield"
"E02000303","Enfield 027",0.52,0.44,0.59,0.33,0.26,0.4,0.67,0.61,0.73,"E09000010","Enfield"
"E02000304","Enfield 028",0.68,0.62,0.73,0.19,0.12,0.24,0.83,0.79,0.86,"E09000010","Enfield"
"E02000305","Enfield 029",0.68,0.63,0.73,0.19,0.13,0.24,0.82,0.79,0.85,"E09000010","Enfield"
"E02000306","Enfield 030",0.48,0.41,0.55,0.37,0.29,0.43,0.65,0.58,0.71,"E09000010","Enfield"
"E02000307","Enfield 031",0.51,0.45,0.57,0.3,0.24,0.35,0.7,0.65,0.74,"E09000010","Enfield"
"E02000308","Enfield 032",0.63,0.57,0.68,0.23,0.17,0.29,0.78,0.74,0.82,"E09000010","Enfield"
"E02000309","Enfield 033",0.51,0.44,0.58,0.34,0.27,0.41,0.67,0.6,0.73,"E09000010","Enfield"
"E02000311","Enfield 035",0.56,0.49,0.62,0.29,0.22,0.35,0.72,0.67,0.77,"E09000010","Enfield"
"E02000312","Enfield 036",0.67,0.61,0.72,0.19,0.12,0.25,0.81,0.77,0.85,"E09000010","Enfield"
"E02006793","Enfield 037",0.49,0.45,0.54,0.35,0.3,0.4,0.64,0.6,0.68,"E09000010","Enfield"
