"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002559","Darlington 001",0.69,0.64,0.73,0.18,0.13,0.23,0.83,0.8,0.86,"E06000005","Darlington"
"E02002560","Darlington 002",0.6,0.57,0.62,0.24,0.2,0.28,0.77,0.75,0.79,"E06000005","Darlington"
"E02002561","Darlington 003",0.61,0.58,0.64,0.24,0.19,0.28,0.79,0.77,0.81,"E06000005","Darlington"
"E02002562","Darlington 004",0.57,0.54,0.61,0.3,0.25,0.34,0.72,0.69,0.75,"E06000005","Darlington"
"E02002563","Darlington 005",0.56,0.53,0.59,0.28,0.24,0.32,0.74,0.72,0.76,"E06000005","Darlington"
"E02002564","Darlington 006",0.58,0.55,0.61,0.3,0.25,0.34,0.72,0.7,0.75,"E06000005","Darlington"
"E02002565","Darlington 007",0.64,0.61,0.67,0.24,0.19,0.29,0.77,0.74,0.79,"E06000005","Darlington"
"E02002566","Darlington 008",0.61,0.57,0.65,0.27,0.22,0.31,0.74,0.71,0.77,"E06000005","Darlington"
"E02002567","Darlington 009",0.55,0.51,0.59,0.32,0.27,0.36,0.71,0.68,0.74,"E06000005","Darlington"
"E02002568","Darlington 010",0.72,0.69,0.74,0.18,0.12,0.22,0.86,0.84,0.87,"E06000005","Darlington"
"E02002569","Darlington 011",0.67,0.64,0.7,0.21,0.16,0.26,0.83,0.81,0.85,"E06000005","Darlington"
"E02002570","Darlington 012",0.56,0.53,0.6,0.32,0.28,0.36,0.72,0.69,0.75,"E06000005","Darlington"
"E02002571","Darlington 013",0.56,0.53,0.6,0.3,0.26,0.34,0.72,0.69,0.75,"E06000005","Darlington"
"E02002572","Darlington 014",0.61,0.57,0.65,0.28,0.23,0.32,0.73,0.7,0.76,"E06000005","Darlington"
"E02002573","Darlington 015",0.67,0.63,0.7,0.22,0.17,0.27,0.81,0.78,0.83,"E06000005","Darlington"
