"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004243","East Dorset 001",0.65,0.61,0.68,0.19,0.14,0.24,0.83,0.8,0.85,"E07000049","East Dorset"
"E02004244","East Dorset 002",0.62,0.59,0.64,0.21,0.17,0.26,0.83,0.82,0.85,"E07000049","East Dorset"
"E02004245","East Dorset 003",0.62,0.59,0.65,0.22,0.17,0.26,0.82,0.8,0.84,"E07000049","East Dorset"
"E02004246","East Dorset 004",0.61,0.57,0.64,0.22,0.17,0.27,0.83,0.8,0.85,"E07000049","East Dorset"
"E02004247","East Dorset 005",0.66,0.62,0.7,0.17,0.12,0.22,0.84,0.82,0.87,"E07000049","East Dorset"
"E02004248","East Dorset 006",0.57,0.54,0.6,0.26,0.21,0.3,0.8,0.78,0.82,"E07000049","East Dorset"
"E02004249","East Dorset 007",0.67,0.65,0.7,0.15,0.1,0.2,0.87,0.86,0.88,"E07000049","East Dorset"
"E02004250","East Dorset 008",0.55,0.51,0.58,0.29,0.25,0.34,0.77,0.74,0.79,"E07000049","East Dorset"
"E02004251","East Dorset 009",0.6,0.56,0.63,0.23,0.18,0.27,0.8,0.78,0.83,"E07000049","East Dorset"
"E02004252","East Dorset 010",0.63,0.6,0.65,0.21,0.16,0.25,0.82,0.81,0.84,"E07000049","East Dorset"
"E02004253","East Dorset 011",0.59,0.56,0.62,0.25,0.2,0.29,0.81,0.78,0.83,"E07000049","East Dorset"
"E02004254","East Dorset 012",0.62,0.59,0.65,0.2,0.16,0.25,0.82,0.8,0.83,"E07000049","East Dorset"
