"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005650","Northampton 001",0.62,0.58,0.66,0.24,0.19,0.29,0.78,0.74,0.81,"E07000154","Northampton"
"E02005651","Northampton 002",0.58,0.53,0.63,0.28,0.22,0.33,0.77,0.72,0.8,"E07000154","Northampton"
"E02005652","Northampton 003",0.57,0.52,0.61,0.28,0.23,0.32,0.75,0.72,0.78,"E07000154","Northampton"
"E02005653","Northampton 004",0.57,0.51,0.63,0.29,0.23,0.35,0.72,0.67,0.77,"E07000154","Northampton"
"E02005654","Northampton 005",0.6,0.54,0.65,0.26,0.2,0.32,0.74,0.69,0.79,"E07000154","Northampton"
"E02005655","Northampton 006",0.6,0.55,0.64,0.27,0.21,0.32,0.77,0.73,0.8,"E07000154","Northampton"
"E02005656","Northampton 007",0.55,0.5,0.6,0.3,0.25,0.35,0.71,0.67,0.74,"E07000154","Northampton"
"E02005657","Northampton 008",0.6,0.54,0.65,0.26,0.21,0.32,0.76,0.72,0.8,"E07000154","Northampton"
"E02005658","Northampton 009",0.57,0.53,0.61,0.29,0.24,0.34,0.72,0.68,0.75,"E07000154","Northampton"
"E02005659","Northampton 010",0.59,0.55,0.64,0.27,0.22,0.32,0.77,0.73,0.8,"E07000154","Northampton"
"E02005660","Northampton 011",0.57,0.52,0.61,0.29,0.24,0.34,0.73,0.69,0.77,"E07000154","Northampton"
"E02005661","Northampton 012",0.6,0.56,0.64,0.28,0.23,0.32,0.73,0.7,0.76,"E07000154","Northampton"
"E02005662","Northampton 013",0.62,0.57,0.67,0.24,0.18,0.29,0.78,0.75,0.81,"E07000154","Northampton"
"E02005663","Northampton 014",0.57,0.53,0.6,0.26,0.21,0.31,0.75,0.72,0.77,"E07000154","Northampton"
"E02005664","Northampton 015",0.62,0.58,0.66,0.26,0.21,0.31,0.75,0.72,0.78,"E07000154","Northampton"
"E02005665","Northampton 016",0.62,0.57,0.67,0.23,0.18,0.28,0.78,0.74,0.81,"E07000154","Northampton"
"E02005666","Northampton 017",0.48,0.43,0.52,0.37,0.32,0.41,0.62,0.58,0.66,"E07000154","Northampton"
"E02005667","Northampton 018",0.53,0.49,0.57,0.33,0.28,0.37,0.69,0.65,0.72,"E07000154","Northampton"
"E02005668","Northampton 019",0.55,0.51,0.58,0.31,0.26,0.36,0.72,0.69,0.75,"E07000154","Northampton"
"E02005669","Northampton 020",0.68,0.63,0.72,0.19,0.13,0.24,0.84,0.81,0.87,"E07000154","Northampton"
"E02005670","Northampton 021",0.56,0.51,0.61,0.32,0.27,0.38,0.68,0.63,0.72,"E07000154","Northampton"
"E02005671","Northampton 022",0.65,0.61,0.69,0.23,0.18,0.28,0.78,0.75,0.8,"E07000154","Northampton"
"E02005672","Northampton 023",0.61,0.57,0.64,0.28,0.23,0.32,0.72,0.69,0.74,"E07000154","Northampton"
"E02005673","Northampton 024",0.58,0.54,0.61,0.31,0.26,0.35,0.71,0.68,0.74,"E07000154","Northampton"
"E02005674","Northampton 025",0.63,0.6,0.66,0.25,0.2,0.29,0.76,0.73,0.78,"E07000154","Northampton"
"E02005675","Northampton 026",0.56,0.53,0.59,0.31,0.26,0.35,0.7,0.67,0.73,"E07000154","Northampton"
"E02005676","Northampton 027",0.56,0.53,0.59,0.29,0.24,0.33,0.72,0.7,0.74,"E07000154","Northampton"
"E02005677","Northampton 028",0.63,0.59,0.67,0.23,0.17,0.27,0.79,0.76,0.82,"E07000154","Northampton"
"E02005678","Northampton 029",0.62,0.58,0.65,0.24,0.19,0.29,0.78,0.75,0.8,"E07000154","Northampton"
"E02005679","Northampton 030",0.61,0.57,0.64,0.23,0.18,0.28,0.79,0.77,0.81,"E07000154","Northampton"
"E02005680","Northampton 031",0.66,0.63,0.69,0.19,0.14,0.24,0.84,0.82,0.86,"E07000154","Northampton"
