"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02003421","Windsor and Maidenhead 001",0.66,0.64,0.69,0.2,0.15,0.25,0.85,0.83,0.86,"E06000040","Windsor and Maidenhead"
"E02003422","Windsor and Maidenhead 002",0.71,0.66,0.75,0.17,0.12,0.23,0.87,0.84,0.9,"E06000040","Windsor and Maidenhead"
"E02003423","Windsor and Maidenhead 003",0.63,0.6,0.66,0.24,0.19,0.28,0.8,0.78,0.82,"E06000040","Windsor and Maidenhead"
"E02003424","Windsor and Maidenhead 004",0.7,0.66,0.73,0.18,0.13,0.23,0.88,0.86,0.89,"E06000040","Windsor and Maidenhead"
"E02003425","Windsor and Maidenhead 005",0.67,0.63,0.7,0.21,0.16,0.26,0.83,0.81,0.85,"E06000040","Windsor and Maidenhead"
"E02003426","Windsor and Maidenhead 006",0.72,0.68,0.75,0.17,0.11,0.22,0.87,0.85,0.89,"E06000040","Windsor and Maidenhead"
"E02003427","Windsor and Maidenhead 007",0.64,0.6,0.67,0.23,0.18,0.27,0.82,0.8,0.84,"E06000040","Windsor and Maidenhead"
"E02003428","Windsor and Maidenhead 008",0.67,0.64,0.7,0.21,0.16,0.25,0.83,0.81,0.85,"E06000040","Windsor and Maidenhead"
"E02003429","Windsor and Maidenhead 009",0.67,0.63,0.71,0.19,0.14,0.24,0.86,0.84,0.88,"E06000040","Windsor and Maidenhead"
"E02003430","Windsor and Maidenhead 010",0.71,0.68,0.75,0.16,0.1,0.21,0.87,0.84,0.88,"E06000040","Windsor and Maidenhead"
"E02003431","Windsor and Maidenhead 011",0.64,0.61,0.68,0.22,0.17,0.27,0.8,0.77,0.82,"E06000040","Windsor and Maidenhead"
"E02003432","Windsor and Maidenhead 012",0.71,0.68,0.74,0.16,0.11,0.21,0.87,0.85,0.89,"E06000040","Windsor and Maidenhead"
"E02003433","Windsor and Maidenhead 013",0.58,0.54,0.61,0.24,0.19,0.29,0.82,0.79,0.84,"E06000040","Windsor and Maidenhead"
"E02003434","Windsor and Maidenhead 014",0.64,0.61,0.66,0.23,0.18,0.27,0.81,0.8,0.83,"E06000040","Windsor and Maidenhead"
"E02003435","Windsor and Maidenhead 015",0.69,0.65,0.72,0.16,0.11,0.21,0.87,0.85,0.89,"E06000040","Windsor and Maidenhead"
"E02003436","Windsor and Maidenhead 016",0.62,0.56,0.67,0.23,0.17,0.28,0.82,0.79,0.85,"E06000040","Windsor and Maidenhead"
"E02003437","Windsor and Maidenhead 017",0.68,0.65,0.71,0.17,0.12,0.22,0.86,0.83,0.88,"E06000040","Windsor and Maidenhead"
"E02003438","Windsor and Maidenhead 018",0.69,0.66,0.73,0.16,0.11,0.21,0.87,0.85,0.89,"E06000040","Windsor and Maidenhead"
