"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02003491","Brighton and Hove 001",0.65,0.61,0.69,0.21,0.16,0.26,0.81,0.78,0.84,"E06000043","Brighton and Hove"
"E02003492","Brighton and Hove 002",0.66,0.62,0.7,0.21,0.16,0.26,0.79,0.75,0.82,"E06000043","Brighton and Hove"
"E02003493","Brighton and Hove 003",0.68,0.63,0.72,0.18,0.13,0.23,0.85,0.82,0.88,"E06000043","Brighton and Hove"
"E02003494","Brighton and Hove 004",0.71,0.68,0.75,0.17,0.11,0.22,0.86,0.84,0.88,"E06000043","Brighton and Hove"
"E02003495","Brighton and Hove 005",0.59,0.54,0.64,0.25,0.2,0.3,0.77,0.74,0.81,"E06000043","Brighton and Hove"
"E02003496","Brighton and Hove 006",0.61,0.56,0.65,0.25,0.2,0.3,0.79,0.75,0.82,"E06000043","Brighton and Hove"
"E02003497","Brighton and Hove 007",0.69,0.65,0.73,0.17,0.11,0.22,0.86,0.83,0.88,"E06000043","Brighton and Hove"
"E02003498","Brighton and Hove 008",0.65,0.6,0.7,0.23,0.17,0.28,0.79,0.75,0.82,"E06000043","Brighton and Hove"
"E02003499","Brighton and Hove 009",0.62,0.58,0.66,0.25,0.2,0.29,0.75,0.72,0.79,"E06000043","Brighton and Hove"
"E02003500","Brighton and Hove 010",0.78,0.75,0.81,0.11,0.05,0.16,0.9,0.88,0.91,"E06000043","Brighton and Hove"
"E02003501","Brighton and Hove 011",0.75,0.71,0.78,0.14,0.08,0.19,0.88,0.85,0.9,"E06000043","Brighton and Hove"
"E02003502","Brighton and Hove 012",0.62,0.58,0.66,0.23,0.18,0.27,0.78,0.75,0.81,"E06000043","Brighton and Hove"
"E02003503","Brighton and Hove 013",0.62,0.58,0.67,0.23,0.18,0.28,0.79,0.76,0.83,"E06000043","Brighton and Hove"
"E02003504","Brighton and Hove 014",0.8,0.77,0.83,0.1,0.04,0.16,0.9,0.88,0.92,"E06000043","Brighton and Hove"
"E02003505","Brighton and Hove 015",0.81,0.78,0.84,0.1,0.04,0.15,0.89,0.88,0.91,"E06000043","Brighton and Hove"
"E02003506","Brighton and Hove 016",0.73,0.69,0.77,0.14,0.09,0.19,0.86,0.84,0.89,"E06000043","Brighton and Hove"
"E02003507","Brighton and Hove 017",0.58,0.54,0.62,0.25,0.2,0.29,0.78,0.75,0.81,"E06000043","Brighton and Hove"
"E02003508","Brighton and Hove 018",0.76,0.73,0.8,0.12,0.06,0.18,0.88,0.86,0.9,"E06000043","Brighton and Hove"
"E02003509","Brighton and Hove 019",0.75,0.71,0.78,0.14,0.08,0.19,0.87,0.84,0.89,"E06000043","Brighton and Hove"
"E02003510","Brighton and Hove 020",0.76,0.73,0.79,0.14,0.08,0.19,0.88,0.86,0.9,"E06000043","Brighton and Hove"
"E02003511","Brighton and Hove 021",0.7,0.66,0.73,0.17,0.12,0.22,0.84,0.82,0.86,"E06000043","Brighton and Hove"
"E02003512","Brighton and Hove 022",0.8,0.77,0.82,0.11,0.05,0.16,0.88,0.87,0.9,"E06000043","Brighton and Hove"
"E02003513","Brighton and Hove 023",0.7,0.67,0.73,0.18,0.13,0.23,0.85,0.83,0.88,"E06000043","Brighton and Hove"
"E02003514","Brighton and Hove 024",0.81,0.78,0.84,0.1,0.04,0.15,0.89,0.87,0.91,"E06000043","Brighton and Hove"
"E02003515","Brighton and Hove 025",0.56,0.52,0.61,0.3,0.25,0.35,0.71,0.67,0.75,"E06000043","Brighton and Hove"
"E02003516","Brighton and Hove 026",0.79,0.76,0.82,0.11,0.05,0.16,0.89,0.87,0.91,"E06000043","Brighton and Hove"
"E02003517","Brighton and Hove 027",0.79,0.76,0.83,0.13,0.07,0.18,0.88,0.86,0.9,"E06000043","Brighton and Hove"
"E02003518","Brighton and Hove 028",0.75,0.71,0.78,0.14,0.09,0.19,0.87,0.85,0.89,"E06000043","Brighton and Hove"
"E02003519","Brighton and Hove 029",0.81,0.78,0.84,0.11,0.05,0.16,0.89,0.87,0.91,"E06000043","Brighton and Hove"
"E02003520","Brighton and Hove 030",0.73,0.71,0.75,0.16,0.11,0.21,0.84,0.82,0.85,"E06000043","Brighton and Hove"
"E02003521","Brighton and Hove 031",0.74,0.72,0.77,0.15,0.09,0.2,0.86,0.85,0.88,"E06000043","Brighton and Hove"
"E02003522","Brighton and Hove 032",0.7,0.68,0.72,0.17,0.12,0.22,0.84,0.83,0.86,"E06000043","Brighton and Hove"
"E02003523","Brighton and Hove 033",0.63,0.6,0.65,0.2,0.15,0.25,0.83,0.82,0.85,"E06000043","Brighton and Hove"
