"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000238","Ealing 001",0.58,0.54,0.63,0.26,0.21,0.31,0.75,0.71,0.78,"E09000009","Ealing"
"E02000239","Ealing 002",0.58,0.52,0.63,0.26,0.2,0.31,0.77,0.73,0.81,"E09000009","Ealing"
"E02000240","Ealing 003",0.56,0.51,0.61,0.3,0.24,0.35,0.71,0.67,0.75,"E09000009","Ealing"
"E02000241","Ealing 004",0.58,0.54,0.62,0.26,0.21,0.31,0.75,0.72,0.78,"E09000009","Ealing"
"E02000242","Ealing 005",0.56,0.52,0.59,0.27,0.22,0.31,0.75,0.71,0.78,"E09000009","Ealing"
"E02000243","Ealing 006",0.59,0.53,0.64,0.26,0.21,0.31,0.76,0.71,0.8,"E09000009","Ealing"
"E02000244","Ealing 007",0.59,0.54,0.64,0.24,0.19,0.29,0.77,0.73,0.81,"E09000009","Ealing"
"E02000245","Ealing 008",0.51,0.47,0.55,0.34,0.29,0.38,0.68,0.65,0.72,"E09000009","Ealing"
"E02000246","Ealing 009",0.51,0.47,0.55,0.33,0.28,0.37,0.69,0.66,0.72,"E09000009","Ealing"
"E02000247","Ealing 010",0.54,0.5,0.58,0.31,0.26,0.36,0.72,0.68,0.75,"E09000009","Ealing"
"E02000248","Ealing 011",0.62,0.58,0.66,0.22,0.16,0.26,0.8,0.76,0.82,"E09000009","Ealing"
"E02000249","Ealing 012",0.57,0.53,0.61,0.28,0.23,0.32,0.74,0.71,0.77,"E09000009","Ealing"
"E02000250","Ealing 013",0.71,0.68,0.74,0.15,0.1,0.2,0.87,0.85,0.89,"E09000009","Ealing"
"E02000251","Ealing 014",0.54,0.51,0.58,0.29,0.24,0.34,0.72,0.69,0.75,"E09000009","Ealing"
"E02000252","Ealing 015",0.61,0.57,0.66,0.24,0.18,0.29,0.77,0.73,0.8,"E09000009","Ealing"
"E02000253","Ealing 016",0.57,0.54,0.61,0.27,0.22,0.31,0.75,0.72,0.78,"E09000009","Ealing"
"E02000254","Ealing 017",0.52,0.48,0.56,0.31,0.26,0.35,0.71,0.68,0.74,"E09000009","Ealing"
"E02000255","Ealing 018",0.66,0.62,0.69,0.2,0.15,0.25,0.82,0.79,0.84,"E09000009","Ealing"
"E02000256","Ealing 019",0.71,0.68,0.74,0.16,0.1,0.2,0.86,0.84,0.88,"E09000009","Ealing"
"E02000257","Ealing 020",0.7,0.67,0.74,0.16,0.11,0.21,0.86,0.83,0.88,"E09000009","Ealing"
"E02000258","Ealing 021",0.68,0.64,0.71,0.17,0.12,0.22,0.83,0.8,0.85,"E09000009","Ealing"
"E02000259","Ealing 022",0.69,0.66,0.72,0.18,0.12,0.22,0.84,0.82,0.85,"E09000009","Ealing"
"E02000260","Ealing 023",0.52,0.48,0.56,0.32,0.28,0.36,0.7,0.67,0.73,"E09000009","Ealing"
"E02000261","Ealing 024",0.67,0.64,0.71,0.21,0.16,0.26,0.8,0.77,0.82,"E09000009","Ealing"
"E02000262","Ealing 025",0.71,0.68,0.74,0.18,0.13,0.23,0.83,0.81,0.85,"E09000009","Ealing"
"E02000263","Ealing 026",0.48,0.44,0.53,0.35,0.3,0.39,0.65,0.61,0.69,"E09000009","Ealing"
"E02000264","Ealing 027",0.71,0.68,0.74,0.16,0.11,0.21,0.86,0.84,0.88,"E09000009","Ealing"
"E02000265","Ealing 028",0.66,0.63,0.69,0.19,0.14,0.24,0.81,0.79,0.83,"E09000009","Ealing"
"E02000266","Ealing 029",0.5,0.45,0.54,0.35,0.3,0.4,0.67,0.62,0.7,"E09000009","Ealing"
"E02000267","Ealing 030",0.68,0.65,0.71,0.18,0.13,0.23,0.82,0.8,0.84,"E09000009","Ealing"
"E02000268","Ealing 031",0.7,0.67,0.72,0.16,0.11,0.21,0.86,0.84,0.87,"E09000009","Ealing"
"E02000269","Ealing 032",0.73,0.7,0.76,0.14,0.08,0.18,0.89,0.87,0.9,"E09000009","Ealing"
"E02000270","Ealing 033",0.64,0.6,0.67,0.24,0.19,0.28,0.78,0.75,0.81,"E09000009","Ealing"
"E02000271","Ealing 034",0.76,0.73,0.79,0.13,0.07,0.18,0.89,0.87,0.9,"E09000009","Ealing"
"E02000272","Ealing 035",0.69,0.66,0.72,0.17,0.12,0.22,0.84,0.82,0.86,"E09000009","Ealing"
"E02000274","Ealing 037",0.48,0.42,0.54,0.36,0.3,0.42,0.63,0.57,0.68,"E09000009","Ealing"
"E02000275","Ealing 038",0.53,0.48,0.58,0.31,0.25,0.36,0.7,0.66,0.73,"E09000009","Ealing"
"E02000276","Ealing 039",0.74,0.7,0.77,0.14,0.08,0.19,0.88,0.85,0.9,"E09000009","Ealing"
"E02006791","Ealing 040",0.77,0.7,0.82,0.13,0.07,0.2,0.88,0.84,0.91,"E09000009","Ealing"
