"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02000313","Greenwich 001",0.54,0.48,0.59,0.32,0.26,0.38,0.68,0.63,0.73,"E09000011","Greenwich"
"E02000314","Greenwich 002",0.57,0.51,0.63,0.28,0.22,0.34,0.71,0.66,0.76,"E09000011","Greenwich"
"E02000315","Greenwich 003",0.51,0.44,0.57,0.35,0.29,0.42,0.66,0.6,0.71,"E09000011","Greenwich"
"E02000316","Greenwich 004",0.67,0.6,0.73,0.19,0.13,0.26,0.8,0.74,0.85,"E09000011","Greenwich"
"E02000317","Greenwich 005",0.59,0.56,0.62,0.25,0.2,0.29,0.75,0.72,0.77,"E09000011","Greenwich"
"E02000318","Greenwich 006",0.56,0.52,0.6,0.3,0.25,0.34,0.71,0.68,0.74,"E09000011","Greenwich"
"E02000319","Greenwich 007",0.63,0.59,0.67,0.25,0.2,0.29,0.75,0.72,0.78,"E09000011","Greenwich"
"E02000320","Greenwich 008",0.55,0.52,0.59,0.31,0.26,0.35,0.7,0.68,0.73,"E09000011","Greenwich"
"E02000321","Greenwich 009",0.63,0.6,0.66,0.24,0.19,0.28,0.75,0.73,0.78,"E09000011","Greenwich"
"E02000323","Greenwich 011",0.62,0.58,0.66,0.24,0.19,0.28,0.76,0.72,0.79,"E09000011","Greenwich"
"E02000324","Greenwich 012",0.62,0.58,0.66,0.24,0.19,0.28,0.78,0.75,0.8,"E09000011","Greenwich"
"E02000326","Greenwich 014",0.69,0.66,0.72,0.18,0.13,0.23,0.83,0.8,0.84,"E09000011","Greenwich"
"E02000327","Greenwich 015",0.62,0.58,0.66,0.23,0.17,0.27,0.78,0.74,0.81,"E09000011","Greenwich"
"E02000328","Greenwich 016",0.72,0.69,0.74,0.16,0.11,0.21,0.86,0.84,0.87,"E09000011","Greenwich"
"E02000329","Greenwich 017",0.63,0.59,0.67,0.23,0.17,0.27,0.79,0.75,0.82,"E09000011","Greenwich"
"E02000331","Greenwich 019",0.63,0.6,0.67,0.22,0.17,0.27,0.79,0.76,0.82,"E09000011","Greenwich"
"E02000332","Greenwich 020",0.69,0.66,0.73,0.17,0.12,0.22,0.84,0.82,0.87,"E09000011","Greenwich"
"E02000333","Greenwich 021",0.76,0.73,0.78,0.14,0.08,0.19,0.88,0.86,0.9,"E09000011","Greenwich"
"E02000334","Greenwich 022",0.63,0.59,0.67,0.22,0.16,0.26,0.8,0.77,0.83,"E09000011","Greenwich"
"E02000335","Greenwich 023",0.65,0.61,0.69,0.21,0.16,0.26,0.82,0.8,0.85,"E09000011","Greenwich"
"E02000337","Greenwich 025",0.58,0.54,0.61,0.28,0.23,0.33,0.75,0.72,0.78,"E09000011","Greenwich"
"E02000339","Greenwich 027",0.65,0.63,0.68,0.21,0.16,0.26,0.83,0.82,0.85,"E09000011","Greenwich"
"E02000340","Greenwich 028",0.63,0.59,0.66,0.25,0.19,0.29,0.81,0.78,0.83,"E09000011","Greenwich"
"E02000341","Greenwich 029",0.56,0.52,0.6,0.31,0.27,0.36,0.72,0.69,0.75,"E09000011","Greenwich"
"E02000342","Greenwich 030",0.63,0.6,0.66,0.23,0.18,0.28,0.79,0.76,0.81,"E09000011","Greenwich"
"E02000343","Greenwich 031",0.61,0.57,0.64,0.26,0.21,0.3,0.78,0.75,0.8,"E09000011","Greenwich"
"E02000344","Greenwich 032",0.61,0.58,0.65,0.24,0.19,0.28,0.81,0.79,0.83,"E09000011","Greenwich"
"E02006786","Greenwich 033",0.6,0.51,0.68,0.26,0.19,0.34,0.74,0.66,0.8,"E09000011","Greenwich"
"E02006927","Greenwich 034",0.63,0.58,0.68,0.24,0.18,0.29,0.8,0.76,0.83,"E09000011","Greenwich"
"E02006928","Greenwich 035",0.71,0.67,0.74,0.17,0.12,0.22,0.83,0.81,0.86,"E09000011","Greenwich"
"E02006929","Greenwich 036",0.66,0.62,0.71,0.2,0.15,0.25,0.81,0.78,0.84,"E09000011","Greenwich"
"E02006930","Greenwich 037",0.74,0.71,0.77,0.15,0.09,0.2,0.86,0.84,0.88,"E09000011","Greenwich"
"E02006931","Greenwich 038",0.73,0.68,0.79,0.16,0.1,0.22,0.86,0.82,0.89,"E09000011","Greenwich"
