"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02005115","Swale 001",0.52,0.5,0.55,0.31,0.28,0.35,0.71,0.69,0.73,"E07000113","Swale"
"E02005116","Swale 002",0.47,0.44,0.49,0.39,0.35,0.42,0.66,0.64,0.68,"E07000113","Swale"
"E02005117","Swale 003",0.52,0.49,0.55,0.3,0.26,0.34,0.74,0.72,0.76,"E07000113","Swale"
"E02005118","Swale 004",0.51,0.49,0.53,0.32,0.28,0.36,0.71,0.7,0.73,"E07000113","Swale"
"E02005119","Swale 005",0.51,0.48,0.53,0.34,0.31,0.38,0.71,0.69,0.72,"E07000113","Swale"
"E02005120","Swale 006",0.48,0.45,0.5,0.35,0.31,0.39,0.67,0.65,0.69,"E07000113","Swale"
"E02005121","Swale 007",0.54,0.52,0.56,0.31,0.27,0.35,0.72,0.71,0.74,"E07000113","Swale"
"E02005122","Swale 008",0.58,0.55,0.6,0.28,0.23,0.31,0.76,0.74,0.78,"E07000113","Swale"
"E02005123","Swale 009",0.57,0.55,0.59,0.29,0.24,0.33,0.76,0.74,0.77,"E07000113","Swale"
"E02005124","Swale 010",0.53,0.48,0.58,0.34,0.28,0.4,0.71,0.67,0.75,"E07000113","Swale"
"E02005125","Swale 011",0.55,0.5,0.59,0.32,0.27,0.37,0.73,0.69,0.77,"E07000113","Swale"
"E02005126","Swale 012",0.58,0.53,0.62,0.29,0.24,0.34,0.78,0.74,0.8,"E07000113","Swale"
"E02005127","Swale 013",0.64,0.58,0.69,0.23,0.17,0.28,0.83,0.79,0.86,"E07000113","Swale"
"E02005128","Swale 014",0.63,0.59,0.67,0.25,0.2,0.3,0.79,0.76,0.82,"E07000113","Swale"
"E02005129","Swale 015",0.63,0.58,0.67,0.26,0.2,0.3,0.79,0.76,0.82,"E07000113","Swale"
"E02005130","Swale 016",0.62,0.56,0.69,0.24,0.17,0.3,0.8,0.75,0.84,"E07000113","Swale"
"E02005131","Swale 017",0.64,0.58,0.69,0.22,0.16,0.27,0.82,0.78,0.85,"E07000113","Swale"
