"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02002868","Nottingham 001",0.54,0.51,0.57,0.29,0.25,0.33,0.73,0.71,0.76,"E06000018","Nottingham"
"E02002869","Nottingham 002",0.49,0.45,0.52,0.36,0.32,0.4,0.67,0.64,0.7,"E06000018","Nottingham"
"E02002871","Nottingham 004",0.55,0.52,0.58,0.29,0.25,0.33,0.73,0.71,0.76,"E06000018","Nottingham"
"E02002872","Nottingham 005",0.54,0.5,0.57,0.33,0.29,0.37,0.71,0.68,0.74,"E06000018","Nottingham"
"E02002873","Nottingham 006",0.53,0.5,0.56,0.32,0.28,0.36,0.69,0.66,0.71,"E06000018","Nottingham"
"E02002874","Nottingham 007",0.59,0.56,0.62,0.25,0.2,0.29,0.77,0.74,0.79,"E06000018","Nottingham"
"E02002875","Nottingham 008",0.55,0.52,0.58,0.3,0.25,0.34,0.72,0.7,0.75,"E06000018","Nottingham"
"E02002876","Nottingham 009",0.57,0.53,0.61,0.28,0.23,0.32,0.74,0.71,0.77,"E06000018","Nottingham"
"E02002877","Nottingham 010",0.69,0.66,0.71,0.2,0.15,0.24,0.84,0.82,0.85,"E06000018","Nottingham"
"E02002878","Nottingham 011",0.49,0.45,0.53,0.34,0.29,0.38,0.67,0.63,0.7,"E06000018","Nottingham"
"E02002879","Nottingham 012",0.63,0.6,0.66,0.24,0.19,0.28,0.78,0.76,0.81,"E06000018","Nottingham"
"E02002880","Nottingham 013",0.5,0.47,0.53,0.33,0.29,0.37,0.67,0.64,0.7,"E06000018","Nottingham"
"E02002881","Nottingham 014",0.52,0.49,0.55,0.31,0.27,0.35,0.71,0.68,0.73,"E06000018","Nottingham"
"E02002882","Nottingham 015",0.72,0.69,0.75,0.18,0.13,0.22,0.84,0.82,0.86,"E06000018","Nottingham"
"E02002883","Nottingham 016",0.61,0.58,0.64,0.27,0.22,0.31,0.75,0.72,0.78,"E06000018","Nottingham"
"E02002884","Nottingham 017",0.62,0.59,0.65,0.24,0.19,0.29,0.76,0.74,0.79,"E06000018","Nottingham"
"E02002885","Nottingham 018",0.57,0.53,0.6,0.3,0.25,0.34,0.7,0.67,0.73,"E06000018","Nottingham"
"E02002886","Nottingham 019",0.54,0.5,0.57,0.32,0.27,0.36,0.71,0.68,0.74,"E06000018","Nottingham"
"E02002887","Nottingham 020",0.51,0.48,0.55,0.33,0.28,0.37,0.7,0.67,0.73,"E06000018","Nottingham"
"E02002888","Nottingham 021",0.53,0.5,0.56,0.36,0.32,0.4,0.67,0.65,0.7,"E06000018","Nottingham"
"E02002889","Nottingham 022",0.73,0.69,0.76,0.18,0.13,0.23,0.82,0.79,0.84,"E06000018","Nottingham"
"E02002890","Nottingham 023",0.63,0.6,0.67,0.28,0.23,0.32,0.75,0.72,0.78,"E06000018","Nottingham"
"E02002891","Nottingham 024",0.56,0.53,0.6,0.32,0.28,0.36,0.72,0.69,0.75,"E06000018","Nottingham"
"E02002892","Nottingham 025",0.56,0.52,0.59,0.29,0.24,0.33,0.74,0.71,0.77,"E06000018","Nottingham"
"E02002893","Nottingham 026",0.64,0.61,0.67,0.24,0.19,0.28,0.75,0.72,0.77,"E06000018","Nottingham"
"E02002894","Nottingham 027",0.66,0.63,0.69,0.21,0.16,0.25,0.83,0.81,0.84,"E06000018","Nottingham"
"E02002895","Nottingham 028",0.78,0.76,0.8,0.14,0.08,0.19,0.87,0.86,0.89,"E06000018","Nottingham"
"E02002896","Nottingham 029",0.58,0.54,0.62,0.29,0.24,0.33,0.74,0.71,0.77,"E06000018","Nottingham"
"E02002897","Nottingham 030",0.65,0.62,0.68,0.23,0.18,0.27,0.83,0.81,0.85,"E06000018","Nottingham"
"E02002898","Nottingham 031",0.73,0.69,0.76,0.16,0.11,0.21,0.83,0.8,0.85,"E06000018","Nottingham"
"E02002899","Nottingham 032",0.71,0.67,0.74,0.19,0.14,0.24,0.82,0.79,0.84,"E06000018","Nottingham"
"E02002901","Nottingham 034",0.59,0.56,0.62,0.26,0.22,0.3,0.79,0.77,0.81,"E06000018","Nottingham"
"E02002902","Nottingham 035",0.54,0.5,0.57,0.31,0.26,0.35,0.72,0.69,0.75,"E06000018","Nottingham"
"E02002903","Nottingham 036",0.52,0.49,0.55,0.32,0.28,0.36,0.71,0.68,0.74,"E06000018","Nottingham"
"E02002904","Nottingham 037",0.51,0.48,0.54,0.32,0.28,0.36,0.71,0.69,0.74,"E06000018","Nottingham"
"E02006834","Nottingham 038",0.47,0.44,0.5,0.36,0.32,0.4,0.66,0.63,0.68,"E06000018","Nottingham"
"E02006904","Nottingham 039",0.74,0.69,0.78,0.17,0.11,0.22,0.85,0.81,0.88,"E06000018","Nottingham"
"E02006905","Nottingham 040",0.6,0.57,0.63,0.27,0.23,0.31,0.75,0.72,0.77,"E06000018","Nottingham"
