"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02001229","Tameside 001",0.65,0.61,0.68,0.22,0.17,0.27,0.78,0.76,0.8,"E08000008","Tameside"
"E02001230","Tameside 002",0.58,0.55,0.62,0.27,0.22,0.31,0.74,0.72,0.77,"E08000008","Tameside"
"E02001231","Tameside 003",0.61,0.57,0.64,0.24,0.19,0.28,0.76,0.73,0.79,"E08000008","Tameside"
"E02001232","Tameside 004",0.55,0.52,0.59,0.29,0.25,0.33,0.7,0.67,0.73,"E08000008","Tameside"
"E02001233","Tameside 005",0.55,0.51,0.58,0.33,0.29,0.37,0.7,0.67,0.72,"E08000008","Tameside"
"E02001234","Tameside 006",0.54,0.51,0.57,0.34,0.3,0.38,0.68,0.65,0.7,"E08000008","Tameside"
"E02001235","Tameside 007",0.59,0.56,0.63,0.27,0.22,0.31,0.74,0.71,0.77,"E08000008","Tameside"
"E02001236","Tameside 008",0.57,0.53,0.6,0.29,0.24,0.33,0.72,0.69,0.75,"E08000008","Tameside"
"E02001237","Tameside 009",0.62,0.58,0.65,0.24,0.19,0.28,0.76,0.73,0.79,"E08000008","Tameside"
"E02001238","Tameside 010",0.56,0.53,0.59,0.31,0.27,0.35,0.73,0.71,0.75,"E08000008","Tameside"
"E02001239","Tameside 011",0.53,0.49,0.56,0.34,0.29,0.38,0.69,0.66,0.72,"E08000008","Tameside"
"E02001240","Tameside 012",0.56,0.53,0.59,0.3,0.26,0.34,0.73,0.7,0.75,"E08000008","Tameside"
"E02001241","Tameside 013",0.51,0.47,0.54,0.37,0.33,0.41,0.65,0.61,0.68,"E08000008","Tameside"
"E02001242","Tameside 014",0.58,0.53,0.62,0.29,0.23,0.34,0.75,0.72,0.79,"E08000008","Tameside"
"E02001243","Tameside 015",0.64,0.6,0.69,0.21,0.16,0.26,0.8,0.77,0.83,"E08000008","Tameside"
"E02001244","Tameside 016",0.58,0.53,0.62,0.27,0.22,0.32,0.75,0.72,0.78,"E08000008","Tameside"
"E02001245","Tameside 017",0.55,0.51,0.59,0.31,0.26,0.36,0.71,0.67,0.74,"E08000008","Tameside"
"E02001246","Tameside 018",0.53,0.49,0.56,0.34,0.3,0.38,0.67,0.65,0.7,"E08000008","Tameside"
"E02001247","Tameside 019",0.56,0.52,0.6,0.29,0.24,0.34,0.72,0.69,0.75,"E08000008","Tameside"
"E02001248","Tameside 020",0.56,0.51,0.6,0.31,0.26,0.36,0.69,0.65,0.72,"E08000008","Tameside"
"E02001249","Tameside 021",0.54,0.5,0.58,0.31,0.26,0.35,0.71,0.67,0.74,"E08000008","Tameside"
"E02001250","Tameside 022",0.61,0.56,0.65,0.25,0.19,0.29,0.77,0.74,0.8,"E08000008","Tameside"
"E02001251","Tameside 023",0.68,0.64,0.72,0.2,0.15,0.25,0.8,0.77,0.83,"E08000008","Tameside"
"E02001252","Tameside 024",0.57,0.53,0.61,0.3,0.25,0.34,0.74,0.7,0.76,"E08000008","Tameside"
"E02001253","Tameside 025",0.55,0.5,0.6,0.3,0.25,0.35,0.72,0.68,0.76,"E08000008","Tameside"
"E02001254","Tameside 026",0.55,0.51,0.58,0.29,0.24,0.34,0.72,0.69,0.74,"E08000008","Tameside"
"E02001255","Tameside 027",0.52,0.48,0.56,0.35,0.3,0.39,0.66,0.62,0.7,"E08000008","Tameside"
"E02001256","Tameside 028",0.52,0.48,0.56,0.32,0.27,0.36,0.68,0.65,0.71,"E08000008","Tameside"
"E02001257","Tameside 029",0.53,0.49,0.57,0.32,0.27,0.36,0.71,0.68,0.75,"E08000008","Tameside"
"E02001258","Tameside 030",0.63,0.58,0.67,0.23,0.18,0.28,0.79,0.76,0.82,"E08000008","Tameside"
