"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02004055","Chesterfield 001",0.59,0.55,0.62,0.28,0.23,0.32,0.75,0.73,0.78,"E07000034","Chesterfield"
"E02004056","Chesterfield 002",0.52,0.49,0.55,0.35,0.3,0.39,0.66,0.64,0.69,"E07000034","Chesterfield"
"E02004057","Chesterfield 003",0.6,0.56,0.63,0.26,0.22,0.31,0.75,0.72,0.77,"E07000034","Chesterfield"
"E02004058","Chesterfield 004",0.6,0.57,0.64,0.29,0.24,0.33,0.75,0.72,0.77,"E07000034","Chesterfield"
"E02004059","Chesterfield 005",0.6,0.56,0.64,0.27,0.22,0.32,0.77,0.74,0.8,"E07000034","Chesterfield"
"E02004060","Chesterfield 006",0.56,0.53,0.6,0.3,0.26,0.34,0.72,0.69,0.75,"E07000034","Chesterfield"
"E02004061","Chesterfield 007",0.63,0.59,0.66,0.26,0.22,0.31,0.77,0.74,0.79,"E07000034","Chesterfield"
"E02004062","Chesterfield 008",0.65,0.61,0.68,0.24,0.19,0.28,0.78,0.76,0.81,"E07000034","Chesterfield"
"E02004063","Chesterfield 009",0.69,0.66,0.72,0.21,0.16,0.26,0.83,0.81,0.85,"E07000034","Chesterfield"
"E02004064","Chesterfield 010",0.68,0.64,0.72,0.21,0.16,0.26,0.8,0.77,0.83,"E07000034","Chesterfield"
"E02004065","Chesterfield 011",0.7,0.67,0.73,0.19,0.14,0.24,0.85,0.83,0.87,"E07000034","Chesterfield"
"E02004066","Chesterfield 012",0.68,0.64,0.71,0.2,0.15,0.25,0.82,0.79,0.84,"E07000034","Chesterfield"
"E02004067","Chesterfield 013",0.61,0.58,0.65,0.27,0.22,0.31,0.73,0.7,0.76,"E07000034","Chesterfield"
