"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02006734","Worcester 001",0.67,0.64,0.69,0.19,0.14,0.24,0.84,0.82,0.85,"E07000237","Worcester"
"E02006735","Worcester 002",0.52,0.49,0.54,0.34,0.3,0.37,0.67,0.65,0.69,"E07000237","Worcester"
"E02006736","Worcester 003",0.64,0.58,0.71,0.19,0.13,0.25,0.82,0.77,0.86,"E07000237","Worcester"
"E02006737","Worcester 004",0.65,0.59,0.7,0.23,0.17,0.28,0.79,0.76,0.83,"E07000237","Worcester"
"E02006738","Worcester 005",0.55,0.48,0.61,0.32,0.26,0.38,0.68,0.62,0.73,"E07000237","Worcester"
"E02006739","Worcester 006",0.69,0.64,0.73,0.19,0.13,0.25,0.84,0.8,0.86,"E07000237","Worcester"
"E02006740","Worcester 007",0.71,0.66,0.76,0.17,0.11,0.23,0.84,0.81,0.87,"E07000237","Worcester"
"E02006741","Worcester 008",0.67,0.61,0.73,0.18,0.12,0.24,0.83,0.79,0.87,"E07000237","Worcester"
"E02006742","Worcester 009",0.62,0.57,0.67,0.25,0.2,0.31,0.78,0.74,0.82,"E07000237","Worcester"
"E02006743","Worcester 010",0.58,0.52,0.63,0.29,0.24,0.35,0.72,0.67,0.76,"E07000237","Worcester"
"E02006744","Worcester 011",0.66,0.6,0.71,0.23,0.17,0.29,0.79,0.75,0.83,"E07000237","Worcester"
"E02006745","Worcester 012",0.64,0.58,0.7,0.22,0.16,0.28,0.82,0.78,0.85,"E07000237","Worcester"
"E02006746","Worcester 013",0.67,0.61,0.72,0.21,0.14,0.26,0.83,0.79,0.86,"E07000237","Worcester"
"E02006747","Worcester 014",0.67,0.62,0.73,0.19,0.13,0.25,0.84,0.8,0.87,"E07000237","Worcester"
